EVTDESC9105330;The Rocket Launcher T34 (Calliope) was a tank-mounted multiple rocket launcher used by the United States Army during World War II. The launcher was placed atop the Medium Tank M4, and fired a barrage of 4.5 in (114 mm) M8 rockets from 60 launch tubes. It was developed in 1943; small numbers were produced and were used by various US armor units in 1944-45. It adopts its name from the musical instrument "Calliope", also known as the steam organ, which had similarly lined pipes.;;;;;;;;;;x
EVTNAME9105331;New Mobile Mortar Artillery Design: The T19/M21 81mm MMC SP Mortar;;;;;;;;;;x
EVTDESC9105331;The M21 Mortar Motor Carriage (MMC) was a self-propelled artillery mount on a half-track chassis used by the United States Army during World War II. It was equipped with one 81 mm M1 mortar and an air-cooled M2 Browning machine gun. It was produced by the White Motor Company in 1944. Only 110 examples were produced. It mainly served on the Western Front in Normandy, and Southern France, and then later in the Ardennes during the Battle of the Bulge. It was deemed to have been outclassed in 1945 when the 81 mm M1 mortar was found to have insufficient power to provide effective artillery support.;;;;;;;;;;x
EVTNAME9105332;New Self-Propelled Artillery Design: The M3 Gun Motor Carriage 75mm SP Artillery;;;;;;;;;;x
EVTDESC9105332;The 75mm Gun Motor Carriage M3 was a United States tank destroyer and self-propelled artillery piece of World War II. It was the most numerous tank destroyer in United States Army service during the critical battles in North Africa and the Philippines, and continued to be used in more limited numbers in Sicily, before being declared obsolete in early 1944. The GMC M3 was then used by the regimental weapons companies of Marine regiments in 1944–1945 at Saipan, Peleliu and Okinawa.;;;;;;;;;;x
EVTNAME9105333;New Self-Propelled Artillery Design: The M8 Scott 75mm SP Howitzer;;;;;;;;;;x
EVTDESC9105333;The first design for a close support howitzer on an M5 tank chassis was the T41, which had the howitzer in the hull front. This did not progress past the mock-up stage as the crew would not have been sufficiently protected and design work started on the T47. It was developed on the chassis of the then-new Light Tank M5 (Stuart VI). The prototype was designated the T17E1 HMC. It had the standard M5 turret removed and replaced with a larger open-topped turret, as a result, the drivers' hatches had to be moved from the hull roof to the glacis plate. After a mock-up had been produced, it was ordered into production.;;;;;;;;;;x
EVTNAME9105334;New Self-Propelled Artillery Design: The M7 Priest 105mm SP Artillery;;;;;;;;;;x
EVTDESC9105334;The 105 mm Howitzer Motor Carriage M7 was an American self-propelled artillery vehicle produced during World War II. It was given the official service name 105 mm Self Propelled Gun, Priest by the British Army, due to the pulpit-like machine gun ring, and following on from the Bishop and the contemporary Deacon self-propelled guns.;;;;;;;;;;x
EVTNAME9105335;New Self-Propelled Artillery Design: The M12 155mm SP Artillery;;;;;;;;;;x
EVTDESC9105335;The M12 was built on the chassis of the M3 Lee tank. It had an armored driver's compartment shared with the commander, but the gun crew were located in an open topped area at the back of the vehicle. The engine was moved forward to the center of the vehicle and most vehicles used M4 bogies with trailing return rollers. It mounted a 155 mm gun M1917, M1917A1 or M1918 M1, depending upon availability, a weapon derived from the nearly identical French 155 mm GPF gun of World War I vintage. Limited storage space meant that only 10 projectiles and propellant charges could be carried on the vehicle. An earth spade (similar to a bulldozer blade) at the rear was employed to absorb recoil. This layout—large gun mounted in an open mount at the rear, with a spade—was the pattern adopted for many years by other heavy self-propelled artillery.;;;;;;;;;;x
EVTNAME9105336;New Self-Propelled Artillery Design: The M37 105mm Howitzer SP Artillery;;;;;;;;;;x
EVTDESC9105336;The M37 105mm Howitzer Motor Carriage was developed to provide a lighter, more mobile replacement for the M7 105mm Howitzer Motor Carriage. It appeared too late to see service in the Second World War but was used in combat during the Korean War.;;;;;;;;;;x
EVTNAME9105337;New Self-Propelled Artillery Design: The M41 Gorilla 155mm Howitzer SP Artillery;;;;;;;;;;x
EVTDESC9105337;The M41 155mm Howitzer Motor Carriage was based on the M24 Chaffee light tank. It entered service too late to see combat in the Second World War, but was used in the Korean War.;;;;;;;;;;x
EVTNAME9105338;New Self-Propelled Anti-Aircraft Design: The M15 Halftrack 37mm SP Anti-Aircraft Gun;;;;;;;;;;x
EVTDESC9105338;The M15 was based on the M3 Halftrack chassis, adding a coaxially mounted armament of a fully automatic M1 37 mm (1.5 in) gun and two superior placed .50 cal (12.7 mm) M2 Browning machine guns. Manned by a crew of seven, it was 20 ft 3 in (6.17 m) long, 7 ft 4 in (2.24 m) wide, 7 ft 10 in (2.39 m) high, and had a wheelbase of 135.5 in (3.44 m). The vehicle's armor was up to 12 mm thick and it weighed 9.45 t (20,800 lb). The suspension was leaf spring on the front axle and vertical volute spring for the tracks. A 386 in3 White 160AX, 128 hp 6-cylinder gasoline engine gave the M15 a power-to-weight ratio of 15.8 hp per ton and a maximum road speed of 41.9 mph (67.4 km/h). Its 60 US gal (230 l) fuel tank provided a range of 150 mi (240 km).;;;;;;;;;;x
EVTNAME9105339;New Self-Propelled Anti-Aircraft Design: The M19 40mm SP Anti-Aircraft Gun;;;;;;;;;;x
EVTDESC9105339;The M19 Twin 40mm was ready for action by April of 1945 but the end of the war limited its reach and production to just 300 systems. It was basically two 40mm cannons mounted on the chassis of the M24 Chaffee.;;;;;;;;;;x
EVTNAME9105340;New Self-Propelled Anti-Aircraft Design: The T77 x6 50. Cal Turret SP Anti-Aircraft Gun;;;;;;;;;;x
EVTDESC9105340;In July 1943, the Committee of the U.S. military weapons technology recommends the development of a self-propelled anti-aircraft gun, which is based on light tank M24, equipped with heavy 12.7 mm M2HB machine guns. The T77. Request for four machineguns, they designed for six machineguns! In April 1944, two prototypes were presented and went in test in October. The year after, it went to Aberdeen Proving Ground for various tests. It was the M24 chassis equip with a new designed turret. A very strange conspicuous part are the two glass domes on the turret and are made for a bether vieuw on the battlefield and in the sky without danger the enemy throw grenades in the compartment. Historically, it went never in production.;;;;;;;;;;x
EVTNAME9105341;New Tankette Design: The M1 Tankette;;;;;;;;;;x
EVTDESC9105341;The M1 Combat Car was a light tank used by the U.S. Cavalry in the late 1930s. Developed at the same time as the infantry's very similar M2 Light tank. After the Spanish Civil War, most armies, including the U.S. Army, realized that they needed tanks armed with cannons, not merely vehicles armed with machine guns, and so the M1 became obsolete.;;;;;;;;;;x
EVTNAME9105342;New Light Tank Design: The M2 Light Tank;;;;;;;;;;x
EVTDESC9105342;The Light Tank M2 was an American pre-World War II light tank which saw limited use during World War II. The most common model, the M2A4, was equipped with one 37 mm (1.5 in) M5 gun, one .50 M2 Browning machine gun, and five .30 cal M1919 Browning machine guns.  It was originally developed from the prototype T2 tank built by Rock Island Arsenal, which had a Vickers-type leaf spring suspension. The suspension was replaced by the superior vertical volute system in the T2E1 series of 1935. This was put into production with minor modifications as the M2A1 in 1936, with ten produced. The main pre-war version was the M2A2, with 239 produced, becoming the main tank in the US Army infantry units in the pre-war period. The Spanish Civil War showed that tanks armed only with machine guns were ineffective. This led to the M2A4 with a 37 mm gun as the main armament. 375 were delivered, the last ten as late as April 1942.  Its only combat use in American units was with the US Marine Corps 1st Tank Battalion during the Pacific War in 1942. However, it is believed that M2A4s served in Burma and India with the British 7th Hussars and 2nd Royal Tank Regiment during their engagements with the Imperial Japanese Army's 14th Tank Regiment. The M2A4 light tank led to the M3 Stuart light tank, the M2 Medium Tank and M4 Tractor artillery tower. The M3 Stuart saw widespread use throughout the war, the M2 Medium Tank, though another unsuccessful design led to the M3 Lee and thence the M4 Sherman medium tanks.;;;;;;;;;;x
EVTNAME9105343;New Light Tank Design: The M3 Stuart Light Tank;;;;;;;;;;x
EVTDESC9105343;The M3 Stuart, formally Light Tank M3, is an American light tank of World War II. It was supplied to British and Commonwealth forces under lend-lease prior to the entry of the U.S. into the war. Thereafter, it was used by U.S. and Allied forces until the end of the war.  The name General Stuart or Stuart given by the British comes from the American Civil War Confederate General J.E.B. Stuart and was used for both the M3 and the derivative M5 Light Tank. In British service, it also had the unofficial nickname of Honey after a tank driver remarked "She's a honey". To the United States Army, the tanks were officially known only as "Light Tank M3" and "Light Tank M5". The M3 Stuarts were the first American-crewed tanks in World War II to engage the enemy in tank versus tank combat.;;;;;;;;;;x
EVTNAME9105344;New Light Tank Design: The M5 Stuart Light Tank;;;;;;;;;;x
EVTDESC9105344;The light tank M5 was a modified light tank M3 with a new power train and an improved armor layout. A radial engine shortage was expected in 1941, and it was decided to find alternative engines to power tanks. The engines in the M5 were Cadillac automobile engines, each with its own transmission. The hull was all-welded, and the glacis was sloped and moved out to make more room for the drivers. The drivers had their own hatches which were equipped with periscopes. Direct vision for the drivers was through two peepholes which were closed with steel plugs attached with chains. The M5's turret was the same as that on the light tank M3A1, but the lower height presented by the new transmissions and driveshafts allowed the turret traverse mechanism to be attached to the underside of the turret basket, giving the turret crew more room. The M5 was originally known as light tank M4, but was redesignated to M5 to avoid confusion with the medium tank M4. The British called the M5 Stuart VI.  The major distinguishing features between the light tanks M5 and M3A3 are the hull sides and rear deck. The M5 had a raised rear deck to accomodate the twin Cadillac engines and vertical hull sides, while the M3A3 had sloping upper hull sides and a flat engine deck.;;;;;;;;;;x
EVTNAME9105345;New Light Tank Design: The M22 Locust Light Tank;;;;;;;;;;x
EVTDESC9105345;The Light Tank (Airborne) M22 or Locust was an American-designed airmobile light tank which was produced during World War II. The Locust began development in 1941 after the British War Office requested that the American government design a purpose-built airborne light tank which could be transported by glider into battle to support British airborne forces. The War Office had originally selected the Light Tank Mark VII Tetrarch light tank for use by the airborne forces, but it had not been designed with that exact purpose in mind so the War Office believed that a purpose-built tank would be required to replace it. The United States Ordnance Department was asked to produce this replacement, which in turn selected Marmon-Herrington to design and build a prototype airborne tank in May 1941. The prototype was designated the Light Tank T9 (Airborne), and was designed so that it could be transported underneath a Douglas C-54 Skymaster transport aircraft, although its dimensions also allowed it to fit inside a General Aircraft Hamilcar glider.;;;;;;;;;;x
EVTNAME9105346;New Light Tank Design: The M24 Chaffee Light Tank;;;;;;;;;;x
