#########################################################;;;;;;;;;;;;;;x;
##### NAVAL MODELS #################################;;;;;;;;;;;;;;x;
#########################################################;;;;;;;;;;;;;;x;
#########################################;;;;;;;;;;;;;;x;
#### UNITED KINGDOM NAVAL SHIPS #;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
## Submarine #;;;;;;;;;;;;;;x
## Supercarrier Class #;;;;;;;;;;;;;;x
ENG_super_carrier_0;Williamson-Class;;;;;;;;;;;;;;x
## NUCLEAR POWERED AIRCRAFT CRUISER CLASS #;;;;;;;;;;;;;;x
ENG_nuclear_guided_missile_cruiser_0;Gibraltar-Class;;;;;;;;;;;;;;x
## NUCLEAR POWERED AIRCRAFT CARRIER CLASS #;;;;;;;;;;;;;;x
ENG_nuclear_powered_aircraft_carrier_class_0;Malta-Class;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
#### FRANCE NAVAL SHIPS #;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
## Submarines #;;;;;;;;;;;;;;x
FRA_submarine_0;O'Byrne-Class;;;;;;;;;;;;;x
FRA_submarine_1;Requin-Class;;;;;;;;;;;;;x
FRA_submarine_2;Redoutable-Class;;;;;;;;;;;;;x
FRA_submarine_4;L'Aurore-Class;;;;;;;;;;;;;x
FRA_submarine_5;Roland Morillot-Class;;;;;;;;;;;;;x
## Destroyers #;;;;;;;;;;;;;;x
FRA_destroyer_actual_0;Aventurier-Class;;;;;;;;;;;;;x
FRA_destroyer_actual_1;Chastang-Class;;;;;;;;;;;;;x
FRA_destroyer_actual_2;Bourrasque/Adroit-Class;;;;;;;;;;;;;x
FRA_destroyer_actual_3;Chacal-Class;;;;;;;;;;;;;x
FRA_destroyer_actual_4;Le Fantasque-Class;;;;;;;;;;;;;x
FRA_destroyer_actual_5;Mogador-Class;;;;;;;;;;;;;x
FRA_destroyer_actual_6;Mogador II-Class;;;;;;;;;;;;;x
## Light Cruisers #;;;;;;;;;;;;;;x
FRA_light_cruiser_0;Pluton-Class;;;;;;;;;;;;;x
FRA_light_cruiser_1;Duguay Trouin-Class;;;;;;;;;;;;;x
FRA_light_cruiser_2;Jeanne d'Arc-Class;;;;;;;;;;;;;x
FRA_light_cruiser_3;Emile Bertin-Class;;;;;;;;;;;;;x
FRA_light_cruiser_4;La Galissonniere-Class;;;;;;;;;;;;;x
FRA_light_cruiser_5;;;;;;;;;;;;;;x
FRA_light_cruiser_6;;;;;;;;;;;;;;x
## Anti-Air Cruisers #;;;;;;;;;;;;;;x
FRA_anti_air_cruiser_0;De Grasse-Class;;;;;;;;;;;;;x
## Heavy Cruisers #;;;;;;;;;;;;;;x
FRA_heavy_cruiser_0;Ernest Renan-Class;;;;;;;;;;;;;x
FRA_heavy_cruiser_1;Suffren-Class;;;;;;;;;;;;;x
FRA_heavy_cruiser_2;Duquesne-Class;;;;;;;;;;;;;x
FRA_heavy_cruiser_3;Algerie-Class;;;;;;;;;;;;;x
FRA_heavy_cruiser_4;Saint Louis-Class;;;;;;;;;;;;;x
## Battleships #;;;;;;;;;;;;;;x
FRA_battleship_0;Courbet-Class;;;;;;;;;;;;;x
FRA_battleship_1;Bretagne-Class;;;;;;;;;;;;;x
FRA_battleship_2;Normandie-Class;;;;;;;;;;;;;x
FRA_battleship_3;Richelieu-Class;;;;;;;;;;;;;x
FRA_battleship_4;Alsace-Class;;;;;;;;;;;;;x
## Battlecruiser #;;;;;;;;;;;;;;x
FRA_battlecruiser_0;Durand Viel-Class;;;;;;;;;;;;;x
FRA_battlecruiser_1;Gille-Class;;;;;;;;;;;;;x
FRA_battlecruiser_2;Dunkerque-Class;;;;;;;;;;;;;x
FRA_battlecruiser_3;Projekt 28-Class;;;;;;;;;;;;;x
## Light Carrier #;;;;;;;;;;;;;;x
FRA_light_carrier_0;Bearn-Class;;;;;;;;;;;;;x
FRA_light_carrier_1;Joffre-Class;;;;;;;;;;;;;x
## Battlecarrier #;;;;;;;;;;;;;;x
FRA_battle_carrier_0,Jean Bart-class;Classe Jean Bart;;;;;;;;;;;;;x
## Torpedo Boat #;;;;;;;;;;;;;;x
FRA_torpedo_boat_1;La Melpoméne-class;;;;;;;;;;;;;x
FRA_torpedo_boat_2;Le Fier-class;;;;;;;;;;;;;x
## Frigate #;;;;;;;;;;;;;;x
FRA_frigate_0;Bougainville-class;;;;;;;;;;;;;x
FRA_frigate_1;Elan-class;;;;;;;;;;;;;x
FRA_frigate_2;Flower-class;;;;;;;;;;;;;x
## Coastal Submarine #;;;;;;;;;;;;;;x
FRA_coastal_submarine_0;Guepe-class;;;;;;;;;;;;;x
FRA_coastal_submarine_1;Sirene-class;;;;;;;;;;;;;x
FRA_coastal_submarine_2;Ardonaute-class;;;;;;;;;;;;;x
FRA_coastal_submarine_3;Minerve-class;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
#### KRIEGSMARINE NAVAL SHIPS #;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
### Surface Fleet ###;;;;;;;;;;;;;;x
### Motor-Torpedo-Boat ###;;;;;;;;;;;;;;x
GER_motor_torpedo_boat_0;Schnellboot 1931;Schnellboot 1931;Schnellboot 1931;Schnellboot 1931;;;;;;;;;;x
GER_motor_torpedo_boat_1;Schnellboot 1933;Schnellboot 1933;Schnellboot 1933;Schnellboot 1933;;;;;;;;;;x
GER_motor_torpedo_boat_2;Schnellboot 1934;Schnellboot 1934;Schnellboot 1934;Schnellboot 1934;;;;;;;;;;x
GER_motor_torpedo_boat_3;Schnellboot 1937;Schnellboot 1937;Schnellboot 1937;Schnellboot 1937;;;;;;;;;;x
GER_motor_torpedo_boat_4;Schnellboot 1939;Schnellboot 1939;Schnellboot 1939;Schnellboot 1939;;;;;;;;;;x
GER_motor_torpedo_boat_5;Schnellboot 1939/40;Schnellboot 1939/40;Schnellboot 1939/40;Schnellboot 1939/40;;;;;;;;;;x
GER_motor_torpedo_boat_6;Schnellboot S-151;Schnellboot S-151;Schnellboot S-151;Schnellboot S-151;;;;;;;;;;x
GER_motor_torpedo_boat_7;Schnellboot Type 700;Schnellboot Type 700;Schnellboot Type 700;Schnellboot Typ 700;Schnellboot Type 700;;;;;;;;;x
### Torpedo-Boat ###;;;;;;;;;;;;;;x
GER_torpedo_boat_0;Torpedoboot Typ 1915-class;Classe Torpedoboot Typ 1915;Torpedoboot Typ 1915-Klasse;Klasa Torpedoboot Typ 1915;Clase Torpedoboot Typ 1915;;;;;;;;;x
GER_torpedo_boat_1;Torpedoboot Typ 1916-class;Classe Torpedoboot Typ 1916;Torpedoboot Typ 1916-Klasse;Klasa Torpedoboot Typ 1916;Clase Torpedoboot Typ 1916;;;;;;;;;x
GER_torpedo_boat_2;Torpedoboot Typ 1923/1924-class;Classe Torpedoboot Typ 1923 'Raubvogel';Torpedoboot Typ 1923 'Raubvogel'-Klasse;Klasa Torpedoboot Typ 1923 'Raubvogel';Clase Torpedoboot Typ 1923 'Raubvogel';;;;;;;;;x
GER_torpedo_boat_3;Flottentorpedoboot Typ 1935/37-class;Classe Flottentorpedoboot Typ 1935/37;Flottentorpedoboot Typ 1935/37-Klasse;Klasa Flottentorpedoboot Typ 1935/37;Clase Flottentorpedoboot Typ 1935/37;;;;;;;;;x
GER_torpedo_boat_4;Flottentorpedoboot Typ 1939 (Elbing)-class;Classe Flottentorpedoboot Typ 1939;Flottentorpedoboot Typ 1939-Klasse;Klasa Flottentorpedoboot Typ 1939;Clase Flottentorpedoboot Typ 1939;;;;;;;;;x
GER_torpedo_boat_5;Flottentorpedoboot Typ 1940-class;Classe Flottentorpedoboot Typ 1940;Flottentorpedoboot Typ 1940-Klasse;Klasa Flottentorpedoboot Typ 1940;Clase Flottentorpedoboot Typ 1940;;;;;;;;;x
GER_torpedo_boat_6;Flottentorpedoboot Typ 1941/44-class;Classe Flottentorpedoboot Typ 1941/44;Flottentorpedoboot Typ 1941/44-Klasse;Klasa Flottentorpedoboot Typ 1941/44;Clase Flottentorpedoboot Typ 1941/44;;;;;;;;;x
### Destroyer ###;;;;;;;;;;;;;;x
GER_destroyer_actual_0;Gr.Torpedoboot Typ 1916(mod)-Class;Classe Gr.Torpedoboot Typ 1916(mod);Gr.Torpedoboot Typ 1916(mod)-Klasse;Klasa Gr.Torpedoboot Typ 1916(mod);Clase Gr.Torpedoboot Typ 1916(mod);;;;;;;;;x
GER_destroyer_actual_1;Type 1934-Class;Classe Zerstörer Typ 1934;Zerstörer Typ 1934-Klasse;Klasa Zerstörer Typ 1934;Clase Zerstörer Typ 1934;;;;;;;;;x
GER_destroyer_actual_2;Type 1934A-Class;Classe Zerstörer Typ 1934A;Zerstörer Typ 1934A-Klasse;Klasa Zerstörer Typ 1934A;Clase Zerstörer Typ 1934A;;;;;;;;;x
GER_destroyer_actual_3;Type 1936-Class;Classe Zerstörer Typ 1934/34A;Zerstörer Typ 1934/34A-Klasse;Klasa Zerstörer Typ 1934/34A;Clase Zerstörer Typ 1934/34A;;;;;;;;;x
GER_destroyer_actual_4;Type 1936A “Narvik”-Class;Classe Zerstörer Typ 1936/36B;Zerstörer Typ 1936/36B-Klasse;Klasa Zerstörer Typ 1936/36B;Clase Zerstörer Typ 1936/36B;;;;;;;;;x
GER_destroyer_actual_5;Type 1936B-Class;Classe Zerstörer Typ 1936B;Zerstörer Typ 1936B-Klasse;Klasa Zerstörer Typ 1936B;Clase Zerstörer Typ 1936B;;;;;;;;;x
GER_destroyer_actual_6;Type 1938-Class;Classe Zerstörer Typ 1942;Zerstörer Typ 1942-Klasse;Zerstörer Typ 1942-class;Clase Zerstörer Typ 1942;;;;;;;;;x
GER_destroyer_actual_7;Type 1942C-Class;Classe Zerstörer Typ 1942;Zerstörer Typ 1942-Klasse;Zerstörer Typ 1942-class;Clase Zerstörer Typ 1942;;;;;;;;;x
GER_destroyer_actual_8;Type 1945-Class;Classe Zerstörer Typ 1942;Zerstörer Typ 1942-Klasse;Zerstörer Typ 1942-class;Clase Zerstörer Typ 1942;;;;;;;;;x
### Frigate ###;;;;;;;;;;;;;;x
GER_frigate_0;Flottenbegleiter-class;Classe Flottenbegleiter;Flottenbegleiter-Klasse;Klasa Flottenbegleiter;Clase Flottenbegleiter;;;;;;;;;x
GER_frigate_1;Geleitboot Typ 1941-class;Classe Geleitboot Typ 1941;Geleitboot Typ 1941-Klasse;Klasa Geleitboot Typ 1941;Clase Geleitboot Typ 1941;;;;;;;;;x
GER_frigate_2;Geleitboot Typ 1943-class;Classe Geleitboot Typ 1943;Geleitboot Typ 1943-Klasse;Klasa Geleitboot Typ 1943;clase Geleitboot Typ 1943;;;;;;;;;x
GER_frigate_3;Vorpostenboot Typ 1945-class;Classe Geleitboot Typ 1945;Geleitboot Typ 1945-Klasse;Klasa Geleitboot Typ 1945;Clase Geleitboot Typ 1945;;;;;;;;;x
### Light Cruiser ###;;;;;;;;;;;;;;x
GER_light_cruiser_0;Wiesbaden-Class;Classe Wiesbaden;Wiesbaden-Klasse;Klasa Wiesbaden;Clase Wiesbaden;;;;;;;;;x
GER_light_cruiser_1;Emden-Class;Classe Emden;Ersatz Emden;Klasa Emden;Clase Emden;;;;;;;;;x
GER_light_cruiser_2;Konigsberg-Class;Classe Königsberg;Königsberg-Klasse;Klasa Königsberg;Clase Königsberg;;;;;;;;;x
GER_light_cruiser_3;Leipzig-Class;Classe Leipzig;Leipzig-Klasse;Klasa Leipzig;Clase Leipzig;;;;;;;;;x
GER_light_cruiser_4;M-Class;Classe M;M-Klasse;Klasa M;Clase M;;;;;;;;;x
GER_light_cruiser_5;Seydlitz/M II-class;Classe Seydlitz/M II;Seydlitz/M II-Klasse;Klasa Seydlitz/M II;Clase Seydlitz/M II;;;;;;;;;x
### Heavy Cruiser ###;;;;;;;;;;;;;;x
GER_heavy_cruiser_0;Roon-Class;Classe Roon;Roon-Klasse;Klasa Roon;Clase Roon;;;;;;;;;x
GER_heavy_cruiser_1;Admiral Hipper-Class;Classe Admiral Hipper;Admiral Hipper-Klasse;Klasa Admiral Hipper;Clase Admiral Hipper;;;;;;;;;x
GER_heavy_cruiser_2;Prinz Eugen-Class;Classe Prinz Eugen;Prinz Eugen-Klasse;Klasa Prinz Eugen;Clase Prinz Eugen;;;;;;;;;x
### Anti-Air Cruiser ###;;;;;;;;;;;;;;x
GER_anti_air_cruiser_0;Arcona/Medusa-class;Classe Arcona/Medusa;Arcona/Medusa-Klasse;Klasa Arcona/Medusa;Clase Arcona/Medusa;;;;;;;;;x
GER_anti_air_cruiser_1;Nymphe/Thetis-class;Classe Nymphe/Thetis;Nymphe/Thetis-Klasse;Klasa Nymphe/Thetis;Clase Nymphe/Thetis;;;;;;;;;x
GER_anti_air_cruiser_2;Ariandne/Undine-class;Nymphe-class;Nymphe-Klasse;Nymphe-class;Nymphe-class;;;;;;;;;x
GER_anti_air_cruiser_3;Niobe-class;Classe Niobe;Niobe-Klasse;Klasa Niobe;Clase Niobe;;;;;;;;;x
GER_anti_air_cruiser_4;Zerstörer Typ 1936C-class;Classe Zerstörer Typ 1936C;Zerstörer Typ 1936C-Klasse;Klasa Zerstörer Typ 1936C;Clase Zerstörer Typ 1936C;;;;;;;;;x
### Battlecruiser ###;;;;;;;;;;;;;;x
GER_battlecruiser_0;Moltke-Class;Classe Moltke;Moltke-Klasse;Klasa Moltke;Clase Moltke;;;;;;;;;x
GER_battlecruiser_1;Derfflinger-Class;Classe Derfflinger;Derfflinger-Klasse;Klasa Derfflinger;Clase Derfflinger;;;;;;;;;x
GER_battlecruiser_2;Mackensen-Class;Classe Mackensen;Mackensen-Klasse;Klasa Mackensen;Clase Mackensen;;;;;;;;;x
GER_battlecruiser_3;Yorck-Class;Classe Yorck;Yorck-Klasse;Klasa Yorck;Clase Yorck;;;;;;;;;x
GER_battlecruiser_4;O-Class;Classe O;O-Klasse;Klasa O;Clase O;;;;;;;;;x
GER_battlecruiser_5;KW-45/50-Class;Classe KW-45/50;KW-45/50-Klasse;Klasa KW-45/50;Clase KW-45/50;;;;;;;;;x
### Coastal Battleship ###;;;;;;;;;;;;;;x
GER_coastal_battleship_1;Braunschweig-class;Classe Braunschweig;Braunschweig-Klasse;Klasa Braunschweig;Clase Braunschweig;;;;;;;;;x
GER_coastal_battleship_2;Deutschland (Pre-Dreadnought)-class;Classe Deutschland;Deutschland-Klasse;Klasa Deutschland;Clase Deutschland;;;;;;;;;x
### Pocket Battleship ###;;;;;;;;;;;;;;x
GER_pocket_battleship_0;Deutschland-Class;Deutschland-Class;Deutschland-Klasse;Deutschland-Class;;;;;;;;;;x
GER_pocket_battleship_1;Deutschland D-Class;Deutschland D-Class;Deutschland D-Klasse;Deutschland D-Class;;;;;;;;;;x
GER_pocket_battleship_2;Deutschland P-Class;Deutschland III-Class;Deutschland III-Klasse;Deutschland III-Class;;;;;;;;;;x
GER_pocket_battleship_3;Deutschland O-Class;Deutschland P-Class;Deutschland P-Klasse;Deutschland P-Class;;;;;;;;;;x
GER_pocket_battleship_4;Deutschland Q-Class;Deutschland O-Class;Deutschland O-Klasse;Deutschland O-Class;;;;;;;;;;x
GER_pocket_battleship_5;Deutschland Z-Class;Deutschland VI-Class;Deutschland VI-Klasse;Deutschland VI-Class;;;;;;;;;;x
PBB_Deutschland_0;Deutschland Deutschland-class;Deutschland (Deutschland-class);Deutschland (Deutschland-class);Deutschland (Deutschland-class);Deutschland (Deutschland-class);;;;;;;;;x
PBB_Deutschland_1;Deutschland D-class;Deutschland D-class;Deutschland D-class;Deutschland D-class;Deutschland D-class;;;;;;;;;x
PBB_Deutschland_2;Deutschland P-class;Deutschland P-class;Deutschland P-class;Deutschland P-class;Deutschland P-class;;;;;;;;;x
PBB_Deutschland_3;Deutschland O-class;Deutschland O-class;Deutschland O-class;Deutschland O-class;Deutschland O-class;;;;;;;;;x
PBB_Deutschland_4;Deutschland Q-class;Deutschland Q-class;Deutschland Q-class;Deutschland Q-class;Deutschland Q-class;;;;;;;;;x
PBB_Deutschland_5;Deutschland Z-class;Deutschland Z-class;Deutschland Z-class;Deutschland Z-class;Deutschland Z-class;;;;;;;;;x
PBB_Adm_Scheer_0;Admiral Scheer Deutschland-class;Admiral Scheer Deutschland-class;Admiral Scheer Deutschland-class;Admiral Scheer Deutschland-class;Admiral Scheer Deutschland-class;;;;;;;;;x
PBB_Adm_Scheer_1;Admiral Scheer D-class;Admiral Scheer D-class;Admiral Scheer D-class;Admiral Scheer D-class;Admiral Scheer D-class;;;;;;;;;x
PBB_Adm_Scheer_2;Admiral Scheer P-class;Admiral Scheer P-class;Admiral Scheer P-class;Admiral Scheer P-class;Admiral Scheer P-class;;;;;;;;;x
PBB_Adm_Scheer_3;Admiral Scheer O-class;Admiral Scheer O-class;Admiral Scheer O-class;Admiral Scheer O-class;Admiral Scheer O-class;;;;;;;;;x
PBB_Adm_Scheer_4;Admiral Scheer Q-class;Admiral Scheer Q-class;Admiral Scheer Q-class;Admiral Scheer Q-class;Admiral Scheer Q-class;;;;;;;;;x
PBB_Adm_Scheer_5;Admiral Scheer Z-class;Admiral Scheer Z-class;Admiral Scheer Z-class;Admiral Scheer Z-class;Admiral Scheer Z-class;;;;;;;;;x
PBB_Graf_Spee_0;Admiral Graf Spee Deutschland-class;Admiral Graf Spee Deutschland-class;Admiral Graf Spee Deutschland-class;Admiral Graf Spee Deutschland-class;Admiral Graf Spee Deutschland-class;;;;;;;;;x
PBB_Graf_Spee_1;Admiral Graf Spee D-class;Admiral Graf Spee D-class);Admiral Graf Spee D-class;Admiral Graf Spee D-class;Admiral Graf Spee D-class);;;;;;;;;x
PBB_Graf_Spee_2;Admiral Graf Spee P-class;Admiral Graf Spee P-class);Admiral Graf Spee P-class;Admiral Graf Spee P-class;Admiral Graf Spee P-class);;;;;;;;;x
PBB_Graf_Spee_3;Admiral Graf Spee O-class;Admiral Graf Spee O-class);Admiral Graf Spee O-class;Admiral Graf Spee O-class;Admiral Graf Spee O-class);;;;;;;;;x
PBB_Graf_Spee_4;Admiral Graf Spee Q-class;Admiral Graf Spee Q-class);Admiral Graf Spee Q-class;Admiral Graf Spee Q-class;Admiral Graf Spee Q-class);;;;;;;;;x
PBB_Graf_Spee_5;Admiral Graf Spee Z-class;Admiral Graf Spee Z-class);Admiral Graf Spee Z-class;Admiral Graf Spee Z-class;Admiral Graf Spee Z-class);;;;;;;;;x
### Battleship ###;;;;;;;;;;;;;;x
GER_battleship_0;Nassau-Class;Classe Nassau;Nassau-Klasse;Klasa Nassau;Clase Nassau;;;;;;;;;x
GER_battleship_1;Konig-Class;Classe König;König-Klasse;Klasa König;Clase König;;;;;;;;;x
GER_battleship_2;Scharnhorst-Class;Classe Scharnhorst 1939;Scharnhorst 1939-Klasse;Klasa Scharnhorst 1939;Clase Scharnhorst 1939;;;;;;;;;x
GER_battleship_3;Bismarck-Class;Classe Bismarck;Bismarck-Klasse;Klasa Bismarck;Clase Bismarck;;;;;;;;;x
GER_battleship_4;H39-Class;Classe H39;H39-Klasse;Klasa H39;Clase H39;;;;;;;;;x
GER_battleship_5;H40A/B-Class;Classe H40A/B;H40A/B-Klasse;Klasa H40A/B;Clase H40A/B;;;;;;;;;x
BB_Bismarck_0;Bismark (Bismarck-class);Bismarck;Bismarck;Bismarck;Bismarck;;;;;;;;;x
BB_Bismarck_4;Bismark (Bismarck-class);Bismarck;Bismarck;Bismarck;Bismarck;;;;;;;;;x
BB_Tirpitz_0;Tirpitz (Bismarck-class);Tirpitz;Tirpitz;Tirpitz;Tirpitz;;;;;;;;;x
BB_Tirpitz_4;Tirpitz (Bismarck-class);Tirpitz;Tirpitz;Tirpitz;Tirpitz;;;;;;;;;x
BB_Scharnhorst_0;Scharnhorst (1939-class/28cm guns);Scharnhorst;Scharnhorst;Scharnhorst;Scharnhorst;;;;;;;;;x
BB_Scharnhorst_1;Scharnhorst (1942-class/38cm guns);Scharnhorst;Scharnhorst;Scharnhorst;Scharnhorst;;;;;;;;;x
BB_Gneisenau_0;Gneisenau (1939-class/28cm guns);Gneisenau;Gneisenau;Gneisenau;Gneisenau;;;;;;;;;x
BB_Gneisenau_1;Gneisenau (1942-class/38cm guns);Gneisenau;Gneisenau;Gneisenau;Gneisenau;;;;;;;;;x
### Superheavy Battleship ###;;;;;;;;;;;;;;x
GER_super_heavy_battleship_0;H41-Class;Classe H41;H41-Klasse;Klasa H41;Clase H41;;;;;;;;;x
GER_super_heavy_battleship_1;H42-Class;Classe H42;H42-Klasse;Klasa H42;Clase H42;;;;;;;;;x
GER_super_heavy_battleship_2;H43-Class;Classe H43;H43-Klasse;Klasa H43;Clase H43;;;;;;;;;x
GER_super_heavy_battleship_3;H44-Class;Classe H44;H44-Klasse;Klasa H44;Clase H44;;;;;;;;;x
### Light Carrier ###;;;;;;;;;;;;;;x
GER_light_carrier_0;Experimetal Light Carrier;Experimetal Light Carrier;Leichter Versuchs-Flugzeugträger;Doœwiadczalny Lekki Lotniskowiec;Experimetal Light Carrier;;;;;;;;;x
GER_light_carrier_1;Ausonia-class;Classe Ausonia;Ausonia-Klasse;Klasa Ausonia;Clase Ausonia;;;;;;;;;x
GER_light_carrier_2;Seydlitz-class;Classe Seydlitz;Seydlitz-Klasse;Klasa Seydlitz;Clase Seydlitz;;;;;;;;;x
GER_light_carrier_3;De Grasse-class;Classe De Grasse;De Grasse-Klasse;Klasa De Grasse;Clase De Grasse;;;;;;;;;x
GER_light_carrier_4;Flugdeckkreuzer E IV-class;Classe Flugdeckkreuzer E IV;Flugdeckkreuzer E IV-Klasse;Klasa Flugdeckkreuzer E IV;Clase Flugdeckkreuzer E IV;;;;;;;;;x
