################################################;;;;;;;;;;;;;;x
# New Aircraft Unit Model Names;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
# Luftwaffe Aircraft ;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
GER_ju_fifty_two_0;Ju 52/3mge;;;;;;;;;x
GER_ju_fifty_two_1;Ju 52/3mg3e;;;;;;;;;x
GER_ju_fifty_two_2;Ju 52/3mg4e;;;;;;;;;x
GER_ju_fifty_two_3;Ju 52/3mg5e;;;;;;;;;x
GER_ju_fifty_two_4;Ju 52/3mg6e;;;;;;;;;x
GER_ju_fifty_two_5;Ju 52/3mg7e;;;;;;;;;x
GER_ju_fifty_two_6;Ju 52/3mg12e;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_go_two_forty_four_0;Go 244B-1;;;;;;;;;x
GER_go_two_forty_four_1;Go 244B-2;;;;;;;;;x
GER_go_two_forty_four_2;Go 244B-3;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_eighteen_0;Do 18D;;;;;;;;;x
GER_do_eighteen_1;Do 18G;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_twenty_two_0;Do 22K;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_he_one_fifteen_0;He 115A-1;;;;;;;;;x
GER_he_one_fifteen_1;He 115A-3;;;;;;;;;x
GER_he_one_fifteen_2;He 115B-1;;;;;;;;;x
GER_he_one_fifteen_3;He 115C-1;;;;;;;;;x
GER_he_one_fifteen_4;He 115C-4;;;;;;;;;x
GER_he_one_fifteen_5;He 115D;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_fw_two_hundred_0;Fw 200C-1;;;;;;;;;x
GER_fw_two_hundred_1;Fw 200C-2;;;;;;;;;x
GER_fw_two_hundred_2;Fw 200C-3;;;;;;;;;x
GER_fw_two_hundred_3;Fw 200C-3/U1;;;;;;;;;x
GER_fw_two_hundred_4;Fw 200C-3/U2;;;;;;;;;x
GER_fw_two_hundred_5;Fw 200C-3/U3;;;;;;;;;x
GER_fw_two_hundred_6;Fw 200C-4;;;;;;;;;x
GER_fw_two_hundred_7;Fw 200C-6;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_eighty_nine_0;Ju 89A-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_he_one_seventy_seven_0;He 177A-1;;;;;;;;;x
GER_he_one_seventy_seven_1;He 177A-2;;;;;;;;;x
GER_he_one_seventy_seven_2;He 177A-3;;;;;;;;;x
GER_he_one_seventy_seven_3;He 177A-5;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_me_two_sixty_four_0;Me 264A-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_he_two_seventy_seven_0;He 277A-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_four_eighty_eight_0;Ju 488A-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_ninety_0;Ju 90A-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_two_ninety_0;Ju 290A-1;;;;;;;;;x
GER_ju_two_ninety_1;Ju 290A-2;;;;;;;;;x
GER_ju_two_ninety_2;Ju 290A-3;;;;;;;;;x
GER_ju_two_ninety_3;Ju 290A-7;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_three_ninety_0;Ju 390A-1;;;;;;;;;x
GER_ju_three_ninety_1;Ju 390B-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_me_three_tweny_three_0;Me 323D-1;;;;;;;;;x
GER_me_three_tweny_three_1;Me 323E-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ar_two_thirty_two_0;Ar 232B-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
########################################################################################;;;;;;;;;;;;;;x
###  USAAF AIRCRAFT ;;;;;;;;;;;;;;x
########################################################################################;;;;;;;;;;;;;;x
USA_p_twenty_six_peashooter_0;P-26A;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_p_thirty_six_hawk_0;P-36A;;;;;;;;;;;;;;x
USA_p_thirty_six_hawk_1;P-36B;;;;;;;;;;;;;;x
USA_p_thirty_six_hawk_2;P-36C;;;;;;;;;;;;;;x
USA_p_thirty_six_hawk_3;P-36D;;;;;;;;;;;;;;x
USA_p_thirty_six_hawk_4;P-36E;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_0;P-40;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_1;P-40B;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_2;P-40C;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_3;P-40D;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_4;P-40E;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_5;P-40L;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_6;P-40G;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_7;P-40K;;;;;;;;;;;;;;x
USA_p_fourty_warhawk_8;P-40N;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_p_thirty_nine_airacobra_0;P-39C;;;;;;;;;;;;;;x
USA_p_thirty_nine_airacobra_1;P-39D;;;;;;;;;;;;;;x
USA_p_thirty_nine_airacobra_2;P-39F;;;;;;;;;;;;;;x
USA_p_thirty_nine_airacobra_3;P-39K;;;;;;;;;;;;;;x
USA_p_thirty_nine_airacobra_4;P-39L;;;;;;;;;;;;;;x
USA_p_thirty_nine_airacobra_5;P-39M;;;;;;;;;;;;;;x
USA_p_thirty_nine_airacobra_6;P-39Q;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_0;P47C-1;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_1;P47C-2;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_2;P47C-5;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_3;P47D-1;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_4;P47D-6;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_5;P47D-10;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_6;P47D-11;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_7;P47D-15;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_8;P47D-16;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_9;P47D-20;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_10;P47D-22;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_11;P47D-23;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_12;P47D-25;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_13;P47D-26;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_14;P47D-27;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_15;P47D-28;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_16;P47D-30;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_17;P47D-40;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_18;P47M;;;;;;;;;;;;;;x
USA_p_fourty_seven_thunderbolt_19;P47N;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_p_fifty_one_mustang_0;P-51;;;;;;;;;;;;;;x
USA_p_fifty_one_mustang_1;P-51A;;;;;;;;;;;;;;x
USA_p_fifty_one_mustang_2;P-51B;;;;;;;;;;;;;;x
USA_p_fifty_one_mustang_3;P-51C;;;;;;;;;;;;;;x
USA_p_fifty_one_mustang_4;P-51D;;;;;;;;;;;;;;x
USA_p_fifty_one_mustang_5;P-51H;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_a_thirty_six_apache_0;A-36A;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_f_three_f_0;F3F-1;;;;;;;;;;;;;;x
USA_f_three_f_1;F3F-2;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_f_two_a_buffalo_0;F2A-1;;;;;;;;;;;;;;x
USA_f_two_a_buffalo_1;F2A-2;;;;;;;;;;;;;;x
USA_f_two_a_buffalo_2;F2A-3;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_f_four_f_wildcat_0;F4F-3;;;;;;;;;;;;;;x
USA_f_four_f_wildcat_1;F4F-4;;;;;;;;;;;;;;x
USA_f_four_f_wildcat_2;FM-1;;;;;;;;;;;;;;x
USA_f_four_f_wildcat_3;FM-2;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_f_six_f_hellcat_0;F6F-3;;;;;;;;;;;;;;x
USA_f_six_f_hellcat_1;F6F-5;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_f_eight_f_bearcat_0;F8F-1;;;;;;;;;;;;;;x
USA_f_eight_f_bearcat_1;F8F-1B;;;;;;;;;;;;;;x
USA_f_eight_f_bearcat_2;F8F-2;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_f_four_u_corsair_0;F4U-1;;;;;;;;;;;;;;x
USA_f_four_u_corsair_1;F4U-1A;;;;;;;;;;;;;;x
USA_f_four_u_corsair_2;F4U-4;;;;;;;;;;;;;;x
USA_f_four_u_corsair_3;F4U-4C;;;;;;;;;;;;;;x
USA_f_four_u_corsair_4;F4U-5;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_f_seven_f_tigercat_0;F7F-1;;;;;;;;;;;;;;x
USA_f_seven_f_tigercat_1;F7F-2N;;;;;;;;;;;;;;x
USA_f_seven_f_tigercat_2;F7F-3;;;;;;;;;;;;;;x
USA_f_seven_f_tigercat_3;F7F-3N;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_sbu_0;SBU-1;;;;;;;;;;;;;;x
USA_sbu_1;SBU-2;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_sb_two_u_vindicator_0;SB2U-1;;;;;;;;;;;;;;x
USA_sb_two_u_vindicator_1;SB2U-2;;;;;;;;;;;;;;x
USA_sb_two_u_vindicator_2;SB2U-3;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_sbc_0;SBC-3;;;;;;;;;;;;;;x
USA_sbc_1;SBC-4;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_sbd_0;SBD-1;;;;;;;;;;;;;;x
USA_sbd_1;SBD-2;;;;;;;;;;;;;;x
USA_sbd_2;SBD-3;;;;;;;;;;;;;;x
USA_sbd_3;SBD-4;;;;;;;;;;;;;;x
USA_sbd_4;SBD-5;;;;;;;;;;;;;;x
USA_sbd_5;SBD-6;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_sb_two_a_buccaneer_0;SB2A-2;;;;;;;;;;;;;;x
USA_sb_two_a_buccaneer_1;SB2A-3;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_sb_two_c_helldiver_0;SB2C-1;;;;;;;;;;;;;;x
USA_sb_two_c_helldiver_1;SB2C-1C;;;;;;;;;;;;;;x
USA_sb_two_c_helldiver_2;SB2C-3;;;;;;;;;;;;;;x
USA_sb_two_c_helldiver_3;SB2C-4;;;;;;;;;;;;;;x
USA_sb_two_c_helldiver_4;SB2C-5;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_tbd_0;TBD-1;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_tbf_0;TBF-1;;;;;;;;;;;;;;x
USA_tbf_1;TBF-1C;;;;;;;;;;;;;;x
USA_tbf_2;TBF-2;;;;;;;;;;;;;;x
USA_tbf_3;TBF-1D;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_a_one_skyraider_0;AD-1;;;;;;;;;;;;;;x
USA_a_one_skyraider_1;AD-2;;;;;;;;;;;;;;x
USA_a_one_skyraider_2;AD-3;;;;;;;;;;;;;;x
USA_a_one_skyraider_3;AD-4;;;;;;;;;;;;;;x
USA_a_one_skyraider_4;AD-4B;;;;;;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
USA_p_thirty_eight_lightning_0;P-38D;;;;;;;;;;;;;;x
USA_p_thirty_eight_lightning_1;P-38E;;;;;;;;;;;;;;x
USA_p_thirty_eight_lightning_2;P-38F;;;;;;;;;;;;;;x
USA_p_thirty_eight_lightning_3;P-38G;;;;;;;;;;;;;;x
USA_p_thirty_eight_lightning_4;P-38H;;;;;;;;;;;;;;x
USA_p_thirty_eight_lightning_5;P-38J;;;;;;;;;;;;;;x
USA_p_thirty_eight_lightning_6;P-38L;;;;;;;;;;;;;;x
