##################################################;########;;;;;;;;;;;;;x
##################################################;########;;;;;;;;;;;;;x
# Abilities;English;French;German;;;;;;;;;;;x
##################################################;########;;;;;;;;;;;;;x
TECH_ADVANCED_LAND_DOCTRINE;Adv Ld Doc;;;;;;;;;;;;;x
TECH_NAVAL;Naval Doctr;;;;;;;;;;;;;x
TECH_TACTICAL;Tact Doctr;;;;;;;;;;;;;x
TECH_AIR;Air Doctr;;;;;;;;;;;;;x
TECH_ADVANCED_NAVAL_AND_AIR_DOCTRINE;Adv Air Dc;;;;;;;;;;;;;x
TECH_CMD;Command;;;;;;;;;;;;;x
TECH_DIV_INC;Div Inc+;;;;;;;;;;;;;x
TECH_DIV_DECR;Div Dec-;;;;;;;;;;;;;x
#############################################################################################################################;;;;;;;;;;;;;;x
#############################################################################################################################;;;;;;;;;;;;;;x
#############################################################################################################################;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Nation Techs;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
university_scientists;University Scientist Recruitment;Agriculture;Landwirtschaft;;Agricultura;;;;;;;;;x
individual_scientific_researchers;Independent Scientist Recruitment;;;;;;;;;x
science_industrialization;Science Industrialization;;;;;;;;;x
operations_research;Operations Research;;;;;;;;;x
supply_transportation;Supply Transportation;Transport de ravitaillement;Nachschubtransport;;Transporte de suministros;;;;;;;;;x
supply_organisation;Supply Organisation;Organisation du ravitaillement;Nachschuborganisation;;Organización de suministros;;;;;;;;;x
civil_defence;Civil Defence;Défense civile;Zivilschutz;;Defensa civil;;;;;;;;;x
home_front_focus;Homefront Focus;;;;;;;;;x
homefront_coordination;Homefront Coordination;;;;;;;;;;;;;x 
logistical_warfare_focus;Logistical Warfare Focus;Étude de la guerre de milice;Forschung: Milizkriegsführung;;Investigación de guerra de milicias;;;;;;;;;x
wartime_rationing;Wartime Rationing;;;;;;;;;x
emergency_recruitment_legislation;Emergency Recruitment Legislation;;;;;;;;;x
officer_recruitment_program;Officer Recruitment Program;;;;;;;;;x
garrison_deployment;Garrison Deployment;;;;;;;;;x
penicillin_mass_production;Penicillin Mass Production;;;;;;;;;x
blood_transfusions;Blood Transfusions;;;;;;;;;x
combat_medicine;Combat Medicine;;;;;;;;;x
aviation_medicine;Aviation Medicine;;;;;;;;;x
military_nutrition;Military Nutrition;;;;;;;;;x
national_guard;National Guard;;;;;;;;;x
armed_forces_basic_training;Armed Forces Basic Training;;;;;;;;;x
basic_infantry_training;Basic Infantry School;;;;;;;;;x
basic_artillery_training;Basic Artillery School;;;;;;;;;x
basic_armor_training;Basic Armor School;;;;;;;;;x
basic_pilot_training;Basic Flight School;;;;;;;;;x
basic_airmen_training;Basic Airmen Schools;;;;;;;;;x
basic_naval_training;Basic Naval Schools;;;;;;;;;x
germany;Germany;;;;;;;;;;;;;x
soviet_union;Soviet Union;;;;;;;;;;;;;x
united_states;United States;;;;;;;;;;;;;x
united_kingdom;United Kingdom;;;;;;;;;;;;;x
japan;Japan;;;;;;;;;;;;;x
italy;Italy;;;;;;;;;;;;;x
nationalist_china;Nationalist China;;;;;;;;;;;;;x
france;France;;;;;;;;;;;;;x
romania;Romania;;;;;;;;;;;;;x
#############################;;;;;;;;;;;;;x
university_scientists_desc;By recruiting more University Scientists to work for the government we can increase our research capability.;Agriculture;Landwirtschaft;;Agricultura;;;;;;;;;x
individual_scientific_researchers_desc;By recruiting more independent scientists we can increase our research capability.;;;;;;;;;x
science_industrialization_desc;World War II was the first time in history that science was given massive support by governments.  This led to science projects with virtually unlimited budgets and many breakthrough technologies resulted because of massive government commitments.;;;;;;;;;x
