ss_cavalry_brigade;SS Kavallerie Brigade;Cavalerie SS;SS-Kavallerie;SS-Kavallerie;;;;;;;;;;x
ss_cavalry_brigade_short;SS Kav.Bgde.;Cav.SS;SS-Kav.-Rgt.;SS-Kav.;;;;;;;;;;x
ss_jager_brigade;SS Jaeger Brigade;Groupe de ChasseurSS;SS-Jaeger;SS-Jaeger;;;;;;;;x
ss_jager_brigade_short;SS Jgr Bgde.;Chasseur.SS;SS-Jaeg.-Rgt.;SS-Jaeger;;;;;;;;x
ss_bergsjaeger_brigade;SS Mountain Brigade;Gebirgsjaeger-SS;SS-Gebirgsjaeger;SS-Gebirgsjaeger;;;;;;;;;;x
ss_bergsjaeger_brigade_short;SS Mtn.Bgde.;Gebirgsj.SS;SS-Geb.-Rgt.;SS-Geb.;;;;;;;;;;x
ss_mixed_support_brigade;SS Mixed-Support Regiment;;;;;;;;;;;;;x
ss_mixed_support_brigade_short;SS-Mxd.-Sup.Rgt.;;;;;;;;;;;;;x
ss_motorized_support_brigade;SS Motorized Support Regiment;;;;;;;;;;;;;x
ss_motorized_support_brigade_short;SS-Mot-Sup.Rgt.;;;;;;;;;;;;;x
ss_armored_support_brigade;SS Armored Support Regiment;;;;;;;;;;;;;x
ss_armored_support_brigade_short;SS-Arm.Sup.Rgt.;;;;;;;;;;;;;x
ss_police_brigade;SS Police;;;;;;;;;;;;;x
ss_police_brigade_short;SS-Pol.;;;;;;;;;;;;;x
ss_armored_car_brigade;SS Armored Recon Battalion;;;;;;;;;;;;;x
ss_armored_car_brigade_short;SS Arm.Rec.Bn.;;;;;;;;;;;;;x
ss_motorcycle_recon_brigade;SS-Motorized Recon Battalion;;;;;;;;;;;;;x
ss_motorcycle_recon_brigade_short;SS Mot.Rec.Bn.;;;;;;;;;;;;;x
ss_Recon_cavalry_brigade;SS Recon Battalion;;;;;;;;;;;;;x
ss_Recon_cavalry_brigade_short;SS-Rec.Bn.;;;;;;;;;;;;;x
ss_artillery_brigade;SS-Artillerie Regiment;;;;;;;;;;;;;x
ss_artillery_brigade_short;SS Art.Rgt.;;;;;;;;;;;;;x
ss_pack_artillery_brigade;SS-Pack Artillerie Battalion;;;;;;;;;;;;;x
ss_pack_artillery_brigade_short;SS Pack.Art.Bn.;;;;;;;;;;;;;x
ss_rocket_artillery_brigade;SS Rocket Artillerie Battalion;;;;;;;;;;;;;x
ss_rocket_artillery_brigade_short;SS-Rkt.Art.Bn.;;;;;;;;;;;;;x
ss_armored_engineers_brigade;SS Armored Engineers Battalion;;;;;;;;;;;;;x
ss_armored_engineers_brigade_short;SS-Arm.Eng.Bn.;;;;;;;;;;;;;x
ss_commando_brigade;SS Kommando Battalion;;;;;;;;;;;;;x
ss_commando_brigade_short;SS-Kmdo.Bn.;;;;;;;;;;;;;x
ss_paratrooper_brigade;SS Paratrooper Brigade;;;;;;;;;;;;;x
ss_paratrooper_brigade_short;SS-Par.Bdge.;;;;;;;;;;;;;x
ss_ski_brigade;SS Ski Infantry Battalion;;;;;;;;;;;;;x
ss_ski_brigade_short;SS-Ski.Bn.;;;;;;;;;;;;;x
ss_sp_artillery_brigade;SS SP Artillery Battalion;;;;;;;;;;;;;x
ss_sp_artillery_brigade_short;SS-SP.Art.Bn.;;;;;;;;;;;;;x
ss_sp_rct_artillery_brigade;SS SP Rocket Artillery Battalion;;;;;;;;;;;;;x
ss_sp_rct_artillery_brigade_short;SS-Rkt.Art.Bn.;;;;;;;;;;;;;x
ss_sp_anti_air_brigade;SS SP Anti-Aircraft Battalion;;;;;;;;;;;;;x
ss_sp_anti_air_brigade_short;SS-SP.AA.Bn.;;;;;;;;;;;;;x
ss_mechanized_infantry_bat;SS Mechanized Infantry Battalion;;;;;;;;;;;;;x
ss_mechanized_infantry_bat_short;SS-Mech.Inf.Bn.;;;;;;;;;;;;;x
ss_motorized_infantry_bat;SS Motorized Infantry Regiment;;;;;;;;;;;;;x
ss_motorized_infantry_bat_short;SS-Mot.Inf.Rgt.;;;;;;;;;;;;;x
ss_armor_bat;SS-Armor Battalion;;;;;;;;;;;;;x
ss_armor_bat_short;SS-Arm.Bn.;;;;;;;;;;;;;x
ss_anti_tank_brigade;SS Anti-Tank Company;;;;;;;;;;;;;x
ss_anti_tank_brigade_short;SS-AT Cpy.;;;;;;;;;;;;;x
ss_anti_air_brigade;SS Anti-Air Company;;;;;;;;;;;;;x
ss_anti_air_brigade_short;SS-AA Cpy.;;;;;;;;;;;;;x
ss_engineer_brigade;SS Engineer Battalion;;;;;;;;;;;;;x
ss_engineer_brigade_short;SS-Eng.Bn.;;;;;;;;;;;;;x
ss_motorized_engineer_brigade;SS Motorized Engineer Battalion;;Motor-Pioniere;In¿ynierowie Opancerzeni;;;;;;;;;;x;
ss_motorized_engineer_brigade_short;SS-Mot Eng Bn.;;SS-Mot.-Pio;In¿.Opanc.;;;;;;;;;;x;
ss_heavy_anti_tank_brigade;SS Heavy Anti-Tank Battalion;;;;;;;;;;;;;x
ss_heavy_anti_tank_brigade_short;SS-Hvy AT Bn.;;;;;;;;;;;;;x
ss_medium_artillery_brigade;SS Medium Artillery Battalion;;;;;;;;;;;;;x
ss_medium_artillery_brigade_short;SS-Med. Art Bn.;;;;;;;;;;;;;x
ss_heavy_anti_air_brigade;SS Anti-Air Battalion;;;;;;;;;;;;;x
ss_heavy_anti_air_brigade_short;SS- AA Bn.;;;;;;;;;;;;;x
ss_wiking;Wiking;;;;;;;;;;;;;x
ss_wiking_short;Wk;;;;;;;;;;;;;x
ss_lssah;LSSAH;;;;;;;;;;;;;x
ss_lssah_short;LSSAH;;;;;;;;;;;;;x
ss_dasreich;Das Reich;;;;;;;;;;;;;x
ss_dasreich_short;DR;;;;;;;;;;;;;x
ss_totenkopf;Totenkopf;;;;;;;;;;;;;x
ss_totenkopf_short;Tot;;;;;;;;;;;;;x
ss_hitlerjugend;Hitler Jugend;;;;;;;;;;;;;x
ss_hitlerjugend_short;HJ;;;;;;;;;;;;;x
ss_polizei;SS Polizei;;;;;;;;;;;;;x
ss_polizei_short;SS Pol;;;;;;;;;;;;;x
lehr_brigade;Lehr;;;;;;;;;;;;;x
lehr_brigade_short;Lehr;;;;;;;;;;;;;x
ss_prinz_eugen;Prinz Eugen;;;;;;;;;;;;;x
ss_prinz_eugen_short;P-E;;;;;;;;;;;;;x
ss_florian_geyer;Florian Geyer;;;;;;;;;;;;;x
ss_florian_geyer_short;F-G;;;;;;;;;;;;;x
ss_frundsberg;Frundsberg;;;;;;;;;;;;;x
ss_frundsberg_short;FdB;;;;;;;;;;;;;x
ss_hohenstaufen;Hohenstaufen;;;;;;;;;;;;;x
ss_hohenstaufen_short;HsF;;;;;;;;;;;;;x
ss_hq_brigade;SS HQ;;;;;;;;;;;;;x
ss_hq_brigade_short;SSHQ;;;;;;;;;;;;;x
ss_mot_hq_brigade;SS HQ(M);;;;;;;;;;;;;x
ss_mot_hq_brigade_short;SSHQ(M);;;;;;;;;;;;;x
ss_mech_hq_brigade;SS PzGren HQ;;;;;;;;;;;;;x
ss_mech_hq_brigade_short;SSHQ(PzGr);;;;;;;;;;;;;x
ss_pz_hq_brigade;SS Pz HQ Brigade;;;;;;;;;;;;;x
ss_pz_hq_brigade_short;SSHQ(Pz);;;;;;;;;;;;;x
ger_ss_i_panzer_korps;I. SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_i_panzer_korps_short;1.SS.Pz.-AK ;;;;;;;;;;;;;x
ger_ss_ii_panzer_korps;II. SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_ii_panzer_korps_short;2.SS.Pz.-AK ;;;;;;;;;;;;;x
ger_ss_iii_panzer_korps;III. (germanische)SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_iii_panzer_korps_short;3.SS.Pz.-AK ;;;;;;;;;;;;;x
ger_ss_iv_panzer_korps;IV. SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_iv_panzer_korps_short;4.SS.Pz.-AK ;;;;;;;;;;;;;x
ger_ss_vii_panzer_korps;VII. SS-Panzerkorps ;;;;;;;;;;;;;x
ger_ss_vii_panzer_korps_short;7.SS.Pz.-AK ;;;;;;;;;;;;;x
##################### SS Artillery #################;;;;;;;;;;;;;;x
ss_artillery_brigade_0;7.5 cm FK 16 ;;;;;;;;;;;;;x
ss_artillery_brigade_1;7.5 cm FK 18 ;;;;;;;;;;;;;x
ss_artillery_brigade_2;75mm Field Gun;;;;;;;;;;;;;x
ss_artillery_brigade_3;75mm fk 38;;;;;;;;;;;;;x
ss_artillery_brigade_4;100 mm K 17;;;;;;;;;;;;;x
ss_artillery_brigade_5;Skoda 100 mm houfnice vz.14;;;;;;;;;;;;;x
ss_artillery_brigade_6;105mm LEHFH 18;;;;;;;;;;;;;x
ss_artillery_brigade_7;105mm  sk18;;;;;;;;;;;;;x
#####################SS Medium  Artillery #################;;;;;;;;;;;;;;x
ss_medium_artillery_brigade_0;150mm sFH 13;;;;;;;;;;;;;x
ss_medium_artillery_brigade_1;150mm k18;;;;;;;;;;;;;x
ss_medium_artillery_brigade_2;150mm schwere-Feldhaubitze-18;;;;;;;;;;;;;x
ss_medium_artillery_brigade_3;150mm SFH 18;;;;;;;;;;;;;x
ss_medium_artillery_brigade_4;170mm kanone 17;;;;;;;;;;;;;x
ss_medium_artillery_brigade_5;170mm k 18;;;;;;;;;;;;;x
ss_medium_artillery_brigade_6;210mm morser;;;;;;;;;;;;;x
##################### Heavy Artillery #################;;;;;;;;;;;;;;x
ss_heavy_artillery_brigade_0;21 cm Mörser 18 ;;;;;;;;;;;;;x
ss_heavy_artillery_brigade_1;21 cm Kanone 38 ;;;;;;;;;;;;;x
ss_heavy_artillery_brigade_2;21 cm Kanone 39 ;;;;;;;;;;;;;x
ss_heavy_artillery_brigade_3;24 cm Kanone 3;;;;;;;;;;;;;x
#EOF;;;;;;;;;;;;;x
