##################################################;;;;;;;;;;;;;;x
# Events ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
############### BRITISH ARMY UNIQUE WEAPONS ####################;;;;;;;;;;;;;;x
EVTDESC9105522;The BL 8-inch howitzer Marks VI, VII and VIII were a series of British artillery siege howitzers on mobile carriages of a new design introduced in World War I. They were designed by Vickers in Britain and produced by all four British artillery manufacturers, but mainly by Armstrong, and one American company. They were the equivalents of the German 21 cm Morser 16 and in British service were used similarly to the BL 9.2-inch howitzer, but were quicker to manufacture, and more mobile. They delivered a 200 lb shell to 12,300 yards. They had limited service in the British Army in World War II before being converted to the new 7.2-inch calibre. They also equipped a small number of Australian and Canadian batteries in World War I and by the US Army in that war. They were used in small numbers by other European armies.;;;;;;;;;;x
EVTNAME9105523;New Heavy Howitzer Design: The Ordnance BL 7.2in. Howitzer;;;;;;;;;;x
EVTDESC9105523;The BL 7.2-inch howitzer Mks I–V and Mk 6, were a series of heavy artillery pieces used by the British Army throughout World War II.  In 1940 the British Army concluded that the only available heavy artillery, the World War I era BL 8-inch howitzer, had insufficient range for the conditions of WWII. As a stopgap the decision was made to re-line the existing barrels to a smaller calibre and develop a new range of ammunition to achieve the desired ranges.;;;;;;;;;;x
EVTNAME9105524;New Rocket Artillery Design: The 3in. Rocket, No.8 Mk 1;;;;;;;;;;x
EVTDESC9105524;Mattress was the term applied to ground-based Western Allied multiple rocket launchers during World War II. Compared with the German and Soviet forays into this area (the Nebelwerfer and Katyusha launchers respectively) the western Allies developed and deployed these weapons late in the war. Nevertheless, they did see useful service as artillery support during the crossings of the Rhine and the Scheldt rivers.  The so-called land mattress was a ground-based weapon named after its naval equivalent. Based on the Z gun anti-aircraft rockets, it was tested in the summer of 1944 and saw some action with British and Canadian troops, with mixed results. The Land Mattress was based on the 3-inch-diameter (76 mm) tube of the RP-3 or "60lb" rocket used as an air-to-ground weapon with naval 5-inch shells as warheads, and consisted of a 16- or 30-tube launching system mounted on a towed carriage. The land version had an operational range of 8,000 yards (7.3 km). Rounds were fired at a rate of 4 per second. At the crossing of the Scheldt over a thousand rockets were fired in 6 hours.;;;;;;;;;;x
EVTNAME9105525;New Anti-Tank Gun Design: The QF 2Pdr 40mm Anti-Tank Gun;;;;;;;;;;x
EVTDESC9105525;The Ordnance QF 2-pounder (or simply "2 pounder gun") was a 40 mm (1.575 in) British anti-tank and vehicle-mounted gun, employed in the Second World War. It was actively used in the Battle of France, and during the North Africa Campaign. As Axis tanks improved in armoured protection, it lost effectiveness, and it was gradually replaced by the 6-pounder, starting in 1942, though some remained in service until the end of the war. In its vehicle-mounted variant, the 2-pounder was also a common main gun on British tanks early in World War II, and was a typical main armament of armoured cars, such as the Daimler, throughout the war.  This QF 2-pounder was not the same gun as the QF 2 pounder "pom-pom" gun extensively used by the Royal Navy as an anti-aircraft gun; they shared only the projectile weight of 2 pounds (0.9 kg).;;;;;;;;;;x
EVTNAME9105526;New Anti-Tank Gun Design: The QF 6Pdr 57mm Anti-Tank Gun;;;;;;;;;;x
EVTDESC9105526;The Ordnance Quick-Firing 6-pounder 7 cwt, or just 6 pounder, was a British 57 mm gun, their primary anti-tank gun during the middle of World War II, as well as the main armament for a number of armoured fighting vehicles. It was first used in North Africa in April 1942, and quickly replaced the 2 pounder in the anti-tank role, allowing the 25 pounder to revert to its intended artillery role. The United States Army also adopted the 6 pdr as their primary anti-tank gun under the designation 57 mm Gun M1.;;;;;;;;;;x
EVTNAME9105527;New Anti-Tank Gun Design: The QF 17Pdr 76.2mm Anti-Tank Gun;;;;;;;;;;x
EVTDESC9105527;The Ordnance Quick-Firing 17-pounder (or just 17-pdr) was a 76.2 mm (3 inch) gun developed by the United Kingdom during World War II. It was used as an anti-tank gun on its own carriage, as well as equipping a number of British tanks. It was the most effective Allied anti-tank gun of the war. Used with the APDS shot, it was capable of defeating all but the thickest armour on German tanks. It was used to 'up-gun' some foreign-built vehicles in British service, notably to produce the Sherman Firefly variant of the US M4 Sherman tank, giving British tank units the ability to hold their own against their German counterparts. In the anti-tank role, it was replaced after the war by the 120 mm BAT recoilless rifle. As a tank gun, it was succeeded by the 84 mm 20 pounder.;;;;;;;;;;x
EVTNAME9105528;New Anti-Air Gun Design: The QF 3in 20 CWT AA Gun;;;;;;;;;;x
EVTDESC9105528;The QF 3 inch 20 cwt anti-aircraft gun became the standard anti-aircraft gun used in the home defence of the United Kingdom against German airships and bombers and on the Western Front in World War I. It was also common on British warships in World War I and submarines in World War II. 20 cwt referred to the weight of the barrel and breech, to differentiate it from other "3 inch" guns (1 cwt = 1 hundredweight = 112 lb, hence the barrel and breech together weighed 2250 lb). While other AA guns also had a bore of 3 inches, the term "3 inch" was only ever used to identify this gun in the World War I era, and hence this is what writers are usually referring to by "3 inch AA gun".;;;;;;;;;;x
EVTNAME9105529;New Anti-Air Gun Design: The QF 3.7in AA;;;;;;;;;;x
EVTDESC9105529;The QF 3.7-inch AA was Britain's primary heavy anti-aircraft gun during World War II. It was roughly the equivalent of the German 88 mm FlaK and American 90 mm, but with a slightly larger calibre of 94 mm. It was used throughout World War II in all theatres except the Eastern Front. The gun was produced in six major variants, two versions (mobile and fixed) and in considerable numbers. The Mk VI ordnance used only with a fixed mounting gave vastly increased performance. It remained in use after the war until AA guns were replaced by guided missiles, notably the Thunderbird, in the late 1950s.;;;;;;;;;;x
EVTNAME9105530;New Self-Propelled Artillery Gun Design: The T48 Gun Motor Carriage;;;;;;;;;;x
EVTDESC9105530;The T48 Gun Motor Carriage was a self-propelled anti-tank gun produced by the Diamond T company in 1943 for the United States. The Americans and British mounted an artillery gun to the back of the T-48 to act as an ad-hoc self-propelled artillery gun until more focused designs could be produced.;;;;;;;;;;x
EVTNAME9105531;New Self-Propelled Artillery Gun Design: The Bishop SP Artillery;;;;;;;;;;x
EVTDESC9105531;The Bishop was a British self-propelled artillery vehicle based on the Valentine tank. A result of a rushed attempt to create a self-propelled gun armed with the 25 Pounder gun-howitzer, the vehicle had numerous problems, was produced in limited numbers and was soon replaced by better designs.;;;;;;;;;;x
EVTNAME9105532;New Self-Propelled Artillery Gun Design: The Deacon SP Artillery;;;;;;;;;;x
EVTDESC9105532;The AEC Mk I Gun Carrier, known as Deacon, was a British armoured fighting vehicle of the Second World War. It was an attempt to make the QF 6 pounder anti-tank gun into a self-propelled artillery piece. It was employed only during the North African Campaign from 1942–1943.;;;;;;;;;;x
EVTNAME9105533;New Self-Propelled Artillery Gun Design: The Sexton SP Artillery;;;;;;;;;;x
EVTDESC9105533;The 25pdr SP, tracked, Sexton was a self-propelled artillery vehicle of World War II. It was based on Canadian-built versions of the American M3 Lee and M4 Sherman tank chassis, which entered production in Canada as the Ram and Grizzly. When Sherman production in the US expanded and supply was no longer a problem, in 1943 it was decided to switch the Canadian production lines to produce the Sexton to give the British Army a mobile artillery gun using their Ordnance QF 25 pounder gun-howitzer. It found use in the Canadian and British Army, as well as numerous other British Empire and associated forces. Just after the war, a number of Grizzly and Sextons were sold to Portugal, who used them into the 1980s.;;;;;;;;;;x
EVTNAME9105534;New Self-Propelled Artillery Gun Design: The Sexton II SP Artillery;;;;;;;;;;x
EVTDESC9105534;Modification of the Grizzly tank, mounting the British 25-pounder field howitzer. Mass production was launched at the Montreal Locomotive Works in Canada, with 2,150 vehicles manufactured from 1943 through 1945.;;;;;;;;;;x
EVTNAME9105535;New Self-Propelled Anti-Air Gun Design: The 20mm Anti-Aircraft Portee;;;;;;;;;;x
EVTDESC9105535;A portee is a truck that carries a gun on its bed, such that the gun is not fixed permanently to the vehicle, can be quickly unloaded and can be fired from the truck.  While the term portee can be used to denote any truck carrying a gun on its bed, it is most often used to describe equipments used by British/Commonwealth forces in the North African Campaign of World War II. Modern terms for such vehicle are technical and/or gun truck.;;;;;;;;;;x
EVTNAME9105536;New Self-Propelled Anti-Air Gun Design: The Crusader III, AA Mk.I;;;;;;;;;;x
EVTDESC9105536;The 6-pounder was replaced with a Bofors 40 mm anti-aircraft gun with an autoloader and powered mounting in an open-topped turret. The crew numbered four: gun commander, gun layer, loader, and driver. However, those Crusader III, AA Mk I used in NW Europe from D-day on did not have the turret, but a 40 mm Bofors gun mounted directly on the hull top with its standard shield.;;;;;;;;;;x
EVTNAME9105537;New Infantry Tank Design: The Matilda I;;;;;;;;;;x
EVTDESC9105537;The Tank, Infantry, Mk I, Matilda I (A11) was a British infantry tank of the Second World War. It is not to be confused with the later model Tank, Infantry Mk II (A12), also known as the "Matilda II", which took over the "Matilda" name after the early part of the war, when the first Matilda was withdrawn from combat service. They were different designs and did not share components but did have some similar traits, because they were both designed to be infantry tanks, a type of tank that tended to sacrifice speed for increased armour protection.;;;;;;;;;;x
EVTNAME9105538;New Infantry Tank Design: The Matilda II;;;;;;;;;;x
EVTDESC9105538;The Infantry Tank Mark II (sometimes referred to as Matilda II, Matilda senior, by General Staff Specification A12, Waltzing Matilda, or simply an 'I' tank) was a British infantry tank of the Second World War. It was the only British tank to serve from the start of the war to its end, although it is particularly associated with the North Africa Campaign. It was replaced in service by the Infantry Tank Mk III Valentine. With its heavy armour, the Matilda II was an excellent infantry support tank, but with somewhat limited speed and armament.  When the earlier Infantry Tank Mark I, which was also known as "Matilda", was removed from service by 1940, the Infantry Tank Mk II became known simply as the "Matilda".;;;;;;;;;;x
EVTNAME9105539;New Infantry Tank Design: The Valentine Mk III;;;;;;;;;;x
EVTDESC9105539;The Tank, Infantry, Mk III, Valentine was an infantry tank produced in the United Kingdom during the Second World War. More than 8,000 of the type were produced in eleven marks, plus various specialised variants, accounting for approximately a quarter of wartime British tank production. The many variants included riveted and welded construction, petrol and diesel powerplants and a progressive increase in armament. It was supplied in large numbers to the USSR and built under licence in Canada. Developed by Vickers, it proved to be both strong and reliable.;;;;;;;;;;x
EVTNAME9105540;New Infantry Tank Design: The Churchill;;;;;;;;;;x
EVTDESC9105540;The Tank, Infantry, Mk IV (A22) was a British heavy infantry tank used in the Second World War, best known for its heavy armour, large longitudinal chassis with all-around tracks with multiple bogies, and its use as the basis of many specialist vehicles. It was one of the heaviest Allied tanks of the war.  The origins of the design lay in the expectation that war in Europe might be fought under similar conditions to those of the First World War, and emphasized the ability to cross difficult ground. The Churchill was rushed into production to build up British defences against a possible German invasion. The first vehicles had flaws that had to be overcome before the Churchill was accepted for wide use. After several Marks had been built a better armoured version, the Mark VII, entered service.  The Churchill was used by British and Commonwealth forces in North Africa, Italy and North-West Europe. In addition, a few hundred were supplied to the USSR and used on the Eastern Front.;;;;;;;;;;x
EVTNAME9105541;New Light Tank Design: The Vickers Light Tank;;;;;;;;;;x
EVTDESC9105541;The Tank, Light, Mk VI was the sixth in the line of light tanks built by Vickers-Armstrongs for the British Army during the interwar period. The company had achieved a degree of standardization with their previous five models, and the Mark VI was identical in all but a few respects. The turret, which had been expanded in the Mk V to allow a three-man crew to operate the tank, was further expanded to give room in its rear for a wireless set. The weight of the tank was increased to 10,800 pounds (4,900 kg), which although heavier than previous models actually improved its handling characteristics, and an 88 horsepower (66 kW) engine was added to the model to increase its maximum speed to 35 miles per hour (56 km/h). It had the Horstmann coil-spring suspension system which was found to be durable and reliable, although the fact that the tank was short in relation to its width and that it pitched violently on rough ground made accurate gunnery whilst moving exceptionally difficult. The Mk VI possessed a crew of three consisting of a driver, gunner and commander who also doubled as the radio operator, between 4 millimetres (0.16 in) and 14 millimetres (0.55 in) of armour, which could resist rifle and machine gun bullets, and its armament consisted of one water-cooled .303 inch and one .50 inch Vickers machine gun.;;;;;;;;;;x
EVTNAME9105542;New Light Tank Design: The Vickers Mk VII Tetrarch;;;;;;;;;;x
EVTDESC9105542;The Light Tank Mk VII (A17), also known as the Tetrarch, was a British light tank produced by Vickers-Armstrongs in the late 1930s and deployed during the Second World War. The Tetrarch was originally designed as the latest in the line of light tanks built by the company for the British Army. It improved upon its predecessor, the Mk VIB Light Tank, by introducing the extra firepower of a 2-pounder gun. The War Office ordered 70 tanks, an order that eventually increased to 220. Production was delayed by several factors, and as a consequence, only 100 to 177 of the tanks were produced.;;;;;;;;;;x
EVTNAME9105543;New Light Tank Design: The Vickers Mk VIII Harry Hopkins;;;;;;;;;;x
EVTDESC9105543;The Tank, Light, Mk VIII (A25), also known as the Harry Hopkins, after American President Roosevelt's chief diplomatic advisor, was a British light tank produced by Vickers-Armstrong during World War II. The Mk VIII was the latest in the line of light tanks the company had built for the British Army, and was intended to be the successor of the previous light tank designed by Vickers-Armstrong, the Mk VII Tetrarch. A number of changes were made to the Mk VIII, most notably increasing its width, length and weight and also increasing the thickness of the armour. The design of the tank was submitted to the War Office in late 1941, with an initial order for 1,000 models being made by the Tank Board of the War Office in the same month, a number that increased to 2,410 in November. Production began in June 1942 but immediately began encountering problems with the tank, and a number of modifications had to be made to the design after complaints were made by the War Office and the Fighting Vehicle Proving Establishment. These problems were so acute that only 6 tanks had been produced by mid-1943, and only 100 when production ended in February 1945.;;;;;;;;;;x
EVTNAME9105544;New Medium Tank Design: The Vickers Mediums;;;;;;;;;;x
