division_medical_company_5;Field Medical Company V;;;;;;;;;;;;;;x
division_medical_company_6;Field Medical Company VI;;;;;;;;;;;;;;x
division_medical_company_7;Field Medical Company VII;;;;;;;;;;;;;;x
division_medical_company_8;Field Medical Company VIII;;;;;;;;;;;;;;x
division_medical_company_9;Field Medical Company IX;;;;;;;;;;;;;;x
division_medical_company_10;Field Medical Company X;;;;;;;;;;;;;;x
division_medical_company_11;Field Medical Company XI;;;;;;;;;;;;;;x
division_medical_company_12;Field Medical Company XII;;;;;;;;;;;;;;x
division_medical_company_13;Field Medical Company XIII;;;;;;;;;;;;;;x
division_medical_company_14;Field Medical Company XIV;;;;;;;;;;;;;;x
division_medical_company_15;Field Medical Company XV;;;;;;;;;;;;;;x
### DIVISION RADIO COMPANY ###;;;;;;;;;;;;;;x
division_radio_company_1;Field Radio Company I;;;;;;;;;;;;;;x
division_radio_company_2;Field Radio Company II;;;;;;;;;;;;;;x
division_radio_company_3;Field Radio Company III;;;;;;;;;;;;;;x
division_radio_company_4;Field Radio Company IV;;;;;;;;;;;;;;x
division_radio_company_5;Field Radio Company V;;;;;;;;;;;;;;x
division_radio_company_6;Field Radio Company VI;;;;;;;;;;;;;;x
division_radio_company_7;Field Radio Company VII;;;;;;;;;;;;;;x
division_radio_company_8;Field Radio Company VIII;;;;;;;;;;;;;;x
division_radio_company_9;Field Radio Company IX;;;;;;;;;;;;;;x
division_radio_company_10;Field Radio Company X;;;;;;;;;;;;;;x
division_radio_company_11;Field Radio Company XI;;;;;;;;;;;;;;x
division_radio_company_12;Field Radio Company XII;;;;;;;;;;;;;;x
division_radio_company_13;Field Radio Company XIII;;;;;;;;;;;;;;x
division_radio_company_14;Field Radio Company XIV;;;;;;;;;;;;;;x
division_radio_company_15;Field Radio Company XV;;;;;;;;;;;;;;x
### DIVISION INTEL COMPANY ###;;;;;;;;;;;;;;x
division_intel_company_1;Field Intel Company I;;;;;;;;;;;;;;x
division_intel_company_2;Field Intel Company II;;;;;;;;;;;;;;x
division_intel_company_3;Field Intel Company III;;;;;;;;;;;;;;x
division_intel_company_4;Field Intel Company IV;;;;;;;;;;;;;;x
division_intel_company_5;Field Intel Company V;;;;;;;;;;;;;;x
division_intel_company_6;Field Intel Company VI;;;;;;;;;;;;;;x
division_intel_company_7;Field Intel Company VII;;;;;;;;;;;;;;x
division_intel_company_8;Field Intel Company VIII;;;;;;;;;;;;;;x
division_intel_company_9;Field Intel Company IX;;;;;;;;;;;;;;x
division_intel_company_10;Field Intel Company X;;;;;;;;;;;;;;x
division_intel_company_11;Field Intel Company XI;;;;;;;;;;;;;;x
division_intel_company_12;Field Intel Company XII;;;;;;;;;;;;;;x
division_intel_company_13;Field Intel Company XIII;;;;;;;;;;;;;;x
division_intel_company_14;Field Intel Company XIV;;;;;;;;;;;;;;x
division_intel_company_15;Field Intel Company XV;;;;;;;;;;;;;;x
### RECON BATTALION ###;;;;;;;;;;;;;;x
recon_battalion_1;Recce Battalion I;;;;;;;;;;;;;;x
recon_battalion_2;Recce Battalion II;;;;;;;;;;;;;;x
recon_battalion_3;Recce Battalion III;;;;;;;;;;;;;;x
recon_battalion_4;Recce Battalion IV;;;;;;;;;;;;;;x
recon_battalion_5;Recce Battalion V;;;;;;;;;;;;;;x
### MOTOR RECON BATTALION ###;;;;;;;;;;;;;;x
motorized_recon_battalion_1;Motor Recce Battalion I;;;;;;;;;;;;;;x
motorized_recon_battalion_2;Motor Recce Battalion II;;;;;;;;;;;;;;x
motorized_recon_battalion_3;Motor Recce Battalion III;;;;;;;;;;;;;;x
motorized_recon_battalion_4;Motor Recce Battalion IV;;;;;;;;;;;;;;x
### RECON HEAVY WEAPONS COMPANY ###;;;;;;;;;;;;;;x
recon_heavy_weapons_company_1;Vickers .30cal;;;;;;;;;;;;;;x
recon_heavy_weapons_company_2;Vicker .50cal;;;;;;;;;;;;;;x
recon_heavy_weapons_company_3;Bren MG;;;;;;;;;;;;;;x
recon_heavy_weapons_company_4;Besa 7.92mm MG;;;;;;;;;;;;;;x
###########################################################################################;;;;;;;;;;;;;;x
### ARTILLERY TECHNOLOGIES ###;;;;;;;;;;;;;;x
###########################################################################################;;;;;;;;;;;;;;x
### ANTI-TANK GUN AMMUNITION ###;;;;;;;;;;;;;;x
anti_tank_gun_ammunition_1;Armor Piercing;;;;;;;;;;;;;;x
anti_tank_gun_ammunition_2;Armor Piercing Capped (APC);;;;;;;;;;;;;;x
anti_tank_gun_ammunition_3;Armor Piercing Ballistic Cap (APCBC);;;;;;;;;;;;;;x
anti_tank_gun_ammunition_4;Armor Piercing Discarding Sabot (APDS);;;;;;;;;;;;;;x
### ANTI-TANK GUN BATTALION HQ ###;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_1;Field Anti-Tank Battalion I;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_2;Field Anti-Tank Battalion II;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_3;Field Anti-Tank Battalion III;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_4;Field Anti-Tank Battalion IV;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_5;Field Anti-Tank Battalion V;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_6;Field Anti-Tank Battalion VI;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_7;Field Anti-Tank Battalion VII;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_8;Field Anti-Tank Battalion VIII;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_9;Field Anti-Tank Battalion IX;;;;;;;;;;;;;;x
anti_tank_gun_battalion_hq_10;Field Anti-Tank Battalion X;;;;;;;;;;;;;;x
### 1st AT COMPANY ###;;;;;;;;;;;;;;x
first_anti_tank_company_1;50% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_2;55% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_3;60% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_4;65% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_5;70% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_6;75% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_7;80% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_8;85% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_9;90% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_tank_company_10;95% New AT Gun Type;;;;;;;;;;;;;;x
### 2nd AT COMPANY ###;;;;;;;;;;;;;;x
second_anti_tank_company_1;50% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_2;55% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_3;60% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_4;65% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_5;70% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_6;75% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_7;80% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_8;85% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_9;90% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_tank_company_10;95% New AT Gun Type;;;;;;;;;;;;;;x
### 3rd AT COMPANY ###;;;;;;;;;;;;;;x
third_anti_tank_company_1;50% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_2;55% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_3;60% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_4;65% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_5;70% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_6;75% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_7;80% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_8;85% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_9;90% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_tank_company_10;95% New AT Gun Type;;;;;;;;;;;;;;x
### ANTI-AIR GUN BATTALION HQ ###;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_1;Field Anti-Air Battalion I;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_2;Field Anti-Air Battalion II;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_3;Field Anti-Air Battalion III;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_4;Field Anti-Air Battalion IV;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_5;Field Anti-Air Battalion V;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_6;Field Anti-Air Battalion VI;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_7;Field Anti-Air Battalion VII;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_8;Field Anti-Air Battalion VIII;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_9;Field Anti-Air Battalion IX;;;;;;;;;;;;;;x
anti_aircraft_gun_battalion_hq_10;Field Anti-Air Battalion X;;;;;;;;;;;;;;x
### 1st AA COMPANY ###;;;;;;;;;;;;;;x
first_anti_aircraft_company_1;50% New AA Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_2;55% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_3;60% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_4;65% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_5;70% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_6;75% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_7;80% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_8;85% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_9;90% New AT Gun Type;;;;;;;;;;;;;;x
first_anti_aircraft_company_10;95% New AT Gun Type;;;;;;;;;;;;;;x
### 2nd AA COMPANY ###;;;;;;;;;;;;;;x
second_anti_aircraft_company_1;50% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_2;55% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_3;60% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_4;65% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_5;70% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_6;75% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_7;80% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_8;85% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_9;90% New AT Gun Type;;;;;;;;;;;;;;x
second_anti_aircraft_company_10;95% New AT Gun Type;;;;;;;;;;;;;;x
### 3rd AA COMPANY ###;;;;;;;;;;;;;;x
third_anti_aircraft_company_1;50% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_2;55% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_3;60% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_4;65% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_5;70% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_6;75% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_7;80% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_8;85% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_9;90% New AT Gun Type;;;;;;;;;;;;;;x
third_anti_aircraft_company_10;95% New AT Gun Type;;;;;;;;;;;;;;x
###########################################################################################;;;;;;;;;;;;;;x
### ARMOR TECHNOLOGIES ###;;;;;;;;;;;;;;x
###########################################################################################;;;;;;;;;;;;;;x
## Infantry Tank Design ##;;;;;;;;;;;;;;x
infantry_tank_design_1;Infantry Tank I;;;;;;;;;;;;;;x
infantry_tank_design_2;Infantry Tank II;;;;;;;;;;;;;;x
infantry_tank_design_3;Infantry Tank III;;;;;;;;;;;;;;x
infantry_tank_design_4;Infantry Tank IV;;;;;;;;;;;;;;x
infantry_tank_design_5;Infantry Tank V;;;;;;;;;;;;;;x
light_tank_hull_designs_1;I;;;;;;;;;;;;;;x
light_tank_hull_designs_2;II;;;;;;;;;;;;;;x
light_tank_hull_designs_3;III;;;;;;;;;;;;;;x
light_tank_hull_designs_4;IV;;;;;;;;;;;;;;x
light_tank_hull_designs_5;V;;;;;;;;;;;;;;x
light_tank_engine_designs_1;I;;;;;;;;;;;;;;x
light_tank_engine_designs_2;II;;;;;;;;;;;;;;x
light_tank_engine_designs_3;III;;;;;;;;;;;;;;x
light_tank_engine_designs_4;IV;;;;;;;;;;;;;;x
light_tank_engine_designs_5;V;;;;;;;;;;;;;;x
light_tank_turret_designs_1;I;;;;;;;;;;;;;;x
light_tank_turret_designs_2;II;;;;;;;;;;;;;;x
light_tank_turret_designs_3;III;;;;;;;;;;;;;;x
light_tank_turret_designs_4;IV;;;;;;;;;;;;;;x
light_tank_turret_designs_5;V;;;;;;;;;;;;;;x
light_tank_track_and_suspension_designs_1;I;;;;;;;;;;;;;;x
light_tank_track_and_suspension_designs_2;II;;;;;;;;;;;;;;x
light_tank_track_and_suspension_designs_3;III;;;;;;;;;;;;;;x
light_tank_track_and_suspension_designs_4;IV;;;;;;;;;;;;;;x
light_tank_track_and_suspension_designs_5;V;;;;;;;;;;;;;;x
light_tank_armor_designs_1;I;;;;;;;;;;;;;;x
light_tank_armor_designs_2;II;;;;;;;;;;;;;;x
light_tank_armor_designs_3;III;;;;;;;;;;;;;;x
light_tank_armor_designs_4;IV;;;;;;;;;;;;;;x
light_tank_armor_designs_5;V;;;;;;;;;;;;;;x
light_tank_gun_designs_1;I;;;;;;;;;;;;;;x
light_tank_gun_designs_2;II;;;;;;;;;;;;;;x
light_tank_gun_designs_3;III;;;;;;;;;;;;;;x
light_tank_gun_designs_4;IV;;;;;;;;;;;;;;x
light_tank_gun_designs_5;V;;;;;;;;;;;;;;x
medium_tank_hull_designs_1;I;;;;;;;;;;;;;;x
medium_tank_hull_designs_2;II;;;;;;;;;;;;;;x
medium_tank_hull_designs_3;III;;;;;;;;;;;;;;x
medium_tank_hull_designs_4;IV;;;;;;;;;;;;;;x
medium_tank_engine_designs_1;I;;;;;;;;;;;;;;x
medium_tank_engine_designs_2;II;;;;;;;;;;;;;;x
medium_tank_engine_designs_3;III;;;;;;;;;;;;;;x
medium_tank_engine_designs_4;IV;;;;;;;;;;;;;;x
medium_tank_turret_designs_1;I;;;;;;;;;;;;;;x
medium_tank_turret_designs_2;II;;;;;;;;;;;;;;x
medium_tank_turret_designs_3;III;;;;;;;;;;;;;;x
medium_tank_turret_designs_4;IV;;;;;;;;;;;;;;x
medium_tank_track_and_suspension_designs_1;I;;;;;;;;;;;;;;x
medium_tank_track_and_suspension_designs_2;II;;;;;;;;;;;;;;x
medium_tank_track_and_suspension_designs_3;III;;;;;;;;;;;;;;x
medium_tank_track_and_suspension_designs_4;IV;;;;;;;;;;;;;;x
medium_tank_armor_designs_1;I;;;;;;;;;;;;;;x
medium_tank_armor_designs_2;II;;;;;;;;;;;;;;x
medium_tank_armor_designs_3;III;;;;;;;;;;;;;;x
medium_tank_armor_designs_4;IV;;;;;;;;;;;;;;x
medium_tank_gun_designs_1;I;;;;;;;;;;;;;;x
medium_tank_gun_designs_2;II;;;;;;;;;;;;;;x
medium_tank_gun_designs_3;III;;;;;;;;;;;;;;x
