ENG_submarine_torpedo_tubes_6;Torpedo Tubes VI;;;;;;;;;;;;;;x
ENG_submarine_torpedo_tubes_7;Torpedo Tubes VII;;;;;;;;;;;;;;x
ENG_submarine_torpedo_tubes_8;Torpedo Tubes VIII;;;;;;;;;;;;;;x
### SUBMARINE CREW BERTHING ###;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_1;Crew Spaces I;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_2;Crew Spaces II;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_3;Crew Spaces III;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_4;Crew Spaces IV;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_5;Crew Spaces V;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_6;Crew Spaces VI;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_7;Crew Spaces VII;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_8;Crew Spaces VIII;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_9;Crew Spaces IX;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_10;Crew Spaces X;;;;;;;;;;;;;;x
ENG_submarine_crew_berthing_11;Crew Spaces XI;;;;;;;;;;;;;;x
### SUBMARINE PERISCOPE ###;;;;;;;;;;;;;;x
ENG_submarine_periscope_1;Periscope I;;;;;;;;;;;;;;x
ENG_submarine_periscope_2;Periscope II;;;;;;;;;;;;;;x
ENG_submarine_periscope_3;Periscope III;;;;;;;;;;;;;;x
ENG_submarine_periscope_4;Periscope IV;;;;;;;;;;;;;;x
ENG_submarine_periscope_5;Periscope V;;;;;;;;;;;;;;x
ENG_submarine_periscope_6;Periscope VI;;;;;;;;;;;;;;x
ENG_submarine_periscope_7;Periscope VII;;;;;;;;;;;;;;x
ENG_submarine_periscope_8;Periscope VIII;;;;;;;;;;;;;;x
### SUBMARINE HYDROPHONES ###;;;;;;;;;;;;;;x
ENG_submarine_hydrophones_1;Basic Hydrophones;;;;;;;;;;;;;;x
ENG_submarine_hydrophones_2;Magic Eye Hydrophones;;;;;;;;;;;;;;x
ENG_submarine_hydrophones_3;Advanced Dual Head Hydrophones;;;;;;;;;;;;;;x
### SUBMARINE RADAR SETS ###;;;;;;;;;;;;;;x
ENG_submarine_radar_sets_1;Type 79Y;;;;;;;;;;;;;;x
ENG_submarine_radar_sets_2;Type 281;;;;;;;;;;;;;;x
ENG_submarine_radar_sets_3;Type 281B;;;;;;;;;;;;;;x
### SUBMARINE FIRE CONTROL ###;;;;;;;;;;;;;;x
ENG_submarine_fire_control_1;Slide Rule Torpedo Calculators;;;;;;;;;;;;;;x
ENG_submarine_fire_control_2;Basic Analog Torpedo Data Computer;;;;;;;;;;;;;;x
ENG_submarine_fire_control_3;Automatic Target Tracking TDC;;;;;;;;;;;;;;x
ENG_submarine_fire_control_4;Advanced Auto Tracking TDC;;;;;;;;;;;;;;x
### SUBMARINE DAMAGE CONTROL ###;;;;;;;;;;;;;;x
ENG_submarine_damage_control_1;15% Efficiency;;;;;;;;;;;;;;x
ENG_submarine_damage_control_2;30% Efficiency;;;;;;;;;;;;;;x
ENG_submarine_damage_control_3;45% Efficiency;;;;;;;;;;;;;;x
ENG_submarine_damage_control_4;60% Efficiency;;;;;;;;;;;;;;x
ENG_submarine_damage_control_5;75% Efficiency;;;;;;;;;;;;;;x
ENG_submarine_damage_control_6;90% Efficiency;;;;;;;;;;;;;;x
ENG_submarine_damage_control_7;105% Efficiency;;;;;;;;;;;;;;x
### SUBMARINE TORPEDO WARHEAD AND FUZING ###;;;;;;;;;;;;;;x
ENG_submarine_torpedo_warhead_and_fuzing_1;400lbs of TNT;;;;;;;;;;;;;;x
ENG_submarine_torpedo_warhead_and_fuzing_2;450lbs of TNT;;;;;;;;;;;;;;x
ENG_submarine_torpedo_warhead_and_fuzing_3;515lbs of TNT;;;;;;;;;;;;;;x
ENG_submarine_torpedo_warhead_and_fuzing_4;600lbs of TNT;;;;;;;;;;;;;;x
ENG_submarine_torpedo_warhead_and_fuzing_5;710lbs of TNT;;;;;;;;;;;;;;x
ENG_submarine_torpedo_warhead_and_fuzing_6;750lbs of TNT;;;;;;;;;;;;;;x
### SUBMARINE TORPEDO GUIDANCE ###;;;;;;;;;;;;;;x
ENG_submarine_torpedo_guidance_1;Basic Gyro and Compass;;;;;;;;;;;;;;;;x
ENG_submarine_torpedo_guidance_2;Advanced Gyro and Compass;;;;;;;;;;;;;;;;x
### SUBMARINE TORPEDO PROPULSION ###;;;;;;;;;;;;;;x
ENG_submarine_torpedo_propulsion_1;Burner-Cycle;;;;;;;;;;;;;;;;x
ENG_submarine_torpedo_propulsion_2;Steam-Turbine;;;;;;;;;;;;;;;;x
ENG_submarine_torpedo_propulsion_3;Electric;;;;;;;;;;;;;;;;x
### SUBMARINE ACOUSTIC TORPEDO ###;;;;;;;;;;;;;;x
ENG_submarine_acoustic_torpedo;21" Mark 20 E Passive-Homing;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### DESTROYER TECHNOLOGIES ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### DESTROYER CLASS ###;;;;;;;;;;;;;;x
ENG_destroyer_class_1;A-F Class;;;;;;;;;;;;;;x
ENG_destroyer_class_2;Tribal-Class;;;;;;;;;;;;;;x
ENG_destroyer_class_3;J,K, and N-Class;;;;;;;;;;;;;;x
ENG_destroyer_class_4;L and M-Class;;;;;;;;;;;;;;x
ENG_destroyer_class_5;O,P,Q, and R-Class;;;;;;;;;;;;;;x
ENG_destroyer_class_6;S,T,U, and V-Class ;;;;;;;;;;;;;;x
ENG_destroyer_class_7;Battle-Class;;;;;;;;;;;;;;x
### DESTROYER MAIN ARMAMENT ###;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_1;QF 4 inch Mk V;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_2;BL 4.7 inch L/45;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_3;QF 4.7 inch L/45 Mark XII;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_4;QF 4.5 inch L/45 Mark III;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_5;QF 4.5 inch L/45 Mark V;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_6;QF 4 in Mk. XVI;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_7;QF 5 in Mk. XVII;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_8;QF 6 in Mk. XIX;;;;;;;;;;;;;;x
ENG_destroyer_main_armament_9;QF 7 in Mk. XX;;;;;;;;;;;;;;x
### DESTROYER SECONDARY ARMAMENT ###;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_1;12.7mm Machine Guns;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_2;QF 2 pdr Quad Mount Mk. VII;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_3;QF 2 pdr Mk. VIII;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_4;QF 40mm Bofors Mk IV;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_5;QF 40mm Bofors Mk V;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_6;QF 40mm Bofors Mk VI;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_7;QF 40mm Bofors Mk VII;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_8;QF 40mm Bofors Mk VIII;;;;;;;;;;;;;;x
ENG_destroyer_secondary_armament_9;QF 40mm Bofors Mk IX;;;;;;;;;;;;;;x
### DESTROYER ANTI-AIR GUNS ###;;;;;;;;;;;;;;x
ENG_destroyer_anti_air_guns_1;12.7mm Machine Guns;;;;;;;;;;;;;;x
ENG_destroyer_anti_air_guns_2;20mm Oerlikon;;;;;;;;;;;;;;x
ENG_destroyer_anti_air_guns_3;40mm Bofors Mk. VII;;;;;;;;;;;;;;x
ENG_destroyer_anti_air_guns_4;STAAG Mk. II;;;;;;;;;;;;;;x
### DESTROYER PROPULSION ###;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_1;34,000shp Boilers;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_2;40,000shp Boilers;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_3;45,000shp Boilers;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_4;47,000shp Boilers;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_5;50,000shp Boilers;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_6;52,000shp Boilers;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_7;55,000shp Boilers;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_8;58,000shp Boilers;;;;;;;;;;;;;;x
ENG_destroyer_propulsion_9;60,000shp Boilers;;;;;;;;;;;;;;x
### DESTROYER ARMOR ###;;;;;;;;;;;;;;x
ENG_destroyer_armor_1;5mm Belt Armor;;;;;;;;;;;;;;x
ENG_destroyer_armor_2;10mm Belt Armor;;;;;;;;;;;;;;x
ENG_destroyer_armor_3;15mm Belt Armor;;;;;;;;;;;;;;x
ENG_destroyer_armor_4;20mm Belt Armor;;;;;;;;;;;;;;x
ENG_destroyer_armor_5;25mm Belt Armor;;;;;;;;;;;;;;x
ENG_destroyer_armor_6;30mm Belt Armor;;;;;;;;;;;;;;x
ENG_destroyer_armor_7;35mm Belt Armor;;;;;;;;;;;;;;x
ENG_destroyer_armor_8;40mm Belt Armor;;;;;;;;;;;;;;x
ENG_destroyer_armor_9;45mm Belt Armor;;;;;;;;;;;;;;x
### DESTROYER HULL DESIGN ###;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_1;1,350 Ton Design;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_2;1,850 Ton Design;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_3;2,000 Ton Design;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_4;1,920 Ton Design;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_5;2,100 Ton Design;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_6;2,300 Ton Design;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_7;2,400 Ton Design;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_8;2,600 Ton Design;;;;;;;;;;;;;;x
ENG_destroyer_hull_design_9;3,000 Ton Design;;;;;;;;;;;;;;x
### DESTROYER CREW BERTHING ###;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_1;10 Officer and 135 Crew;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_2;11 Officers and 208 Crew;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_3;12 Officers and 212 Crew;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_4;12 Officers and 178 Crew;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_5;12 Officers and 209 Crew;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_6;14 Officers and 265 Crew;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_7;16 Officers and 280 Crew;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_8;18 Officers and 290 Crew;;;;;;;;;;;;;;x
ENG_destroyer_crew_berthing_9;20 Officers and 300 Crew;;;;;;;;;;;;;;x
### DESTROYER FIRE CONTROL SYSTEM ###;;;;;;;;;;;;;;x
ENG_destroyer_fire_control_system_1;Basic Gun Sights;;;;;;;;;;;;;;x
ENG_destroyer_fire_control_system_2;Basic Optical Range Finding;;;;;;;;;;;;;;x
ENG_destroyer_fire_control_system_3;Advanced Optical Range Finding;;;;;;;;;;;;;;x
### DESTROYER ANTI-AIR FIRE CONTROL SYSTEM ###;;;;;;;;;;;;;;x
ENG_destroyer_anti_air_fire_control_system_1;Basic Anti-Air Gun Sights;;;;;;;;;;;;;;x
ENG_destroyer_anti_air_fire_control_system_2;Basic Anti-Air Optical Sights;;;;;;;;;;;;;;x
ENG_destroyer_anti_air_fire_control_system_3;Advanced Anti-Air Optical Sights;;;;;;;;;;;;;;x
### DESTROYER DAMAGE CONTROL ###;;;;;;;;;;;;;;x
ENG_destroyer_damage_control_1;15% Efficiency;;;;;;;;;;;;;;x
ENG_destroyer_damage_control_2;30% Efficiency;;;;;;;;;;;;;;x
ENG_destroyer_damage_control_3;45% Efficiency;;;;;;;;;;;;;;x
ENG_destroyer_damage_control_4;60% Efficiency;;;;;;;;;;;;;;x
ENG_destroyer_damage_control_5;75% Efficiency;;;;;;;;;;;;;;x
ENG_destroyer_damage_control_6;90% Efficiency;;;;;;;;;;;;;;x
### DESTROYER ACTIVE SONAR ###;;;;;;;;;;;;;;x
ENG_destroyer_active_sonar_1;ASDIC;;;;;;;;;;;;;;x
### DESTROYER HYDROPHONES ###;;;;;;;;;;;;;;x
ENG_destroyer_hydrophones_1;Omnidirectional Transducers;;;;;;;;;;;;;;x
ENG_destroyer_hydrophones_2;Focused Transducers;;;;;;;;;;;;;;x
ENG_destroyer_hydrophones_3;Beamformer Arrays;;;;;;;;;;;;;;x
### DESTROYER HUFF DUFF ###;;;;;;;;;;;;;;x
ENG_destroyer_huff_duff_1;HUFF DUFF;;;;;;;;;;;;;;x
### DESTROYER SURFACE SEARCH RADAR SET ###;;;;;;;;;;;;;;x
ENG_destroyer_surface_search_radar_set_1;Type 271 Radar Set;;;;;;;;;;;;;;x
ENG_destroyer_surface_search_radar_set_2;Type 271P Radar Set;;;;;;;;;;;;;;x
### DESTROYER SURFACE AIR SEARCH RADAR SET ###;;;;;;;;;;;;;;x
ENG_destroyer_air_search_radar_set_1;Type 281 Radar Set;;;;;;;;;;;;;;x
ENG_destroyer_air_search_radar_set_2;Type 283 Radar Set;;;;;;;;;;;;;;x
### DESTROYER DEPTH CHARGES ###;;;;;;;;;;;;;;x
ENG_destroyer_depth_charges_1;Type A Depth Charge;;;;;;;;;;;;;;x
### DESTROYER DEPTH HEDGEHOG ###;;;;;;;;;;;;;;x
ENG_naval_ship_radios_1;Short Range Radios;;;;;;;;;;;;;;x
ENG_naval_ship_radios_2;Medium Radios;;;;;;;;;;;;;;x
ENG_naval_ship_radios_3;Long Range Radios;;;;;;;;;;;;;;x
ENG_naval_ship_radios_4;Advanced Long Range Radios;;;;;;;;;;;;;;x
ENG_naval_ship_radios_5;Ultra Long Range Radios;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### CRUISER TECHNOLOGIES ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### LIGHT CRUISER CLASS ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
ENG_light_cruiser_class_1;Town-Class;;;;;;;;;;;;;;x
ENG_light_cruiser_class_2;C/D-Class;;;;;;;;;;;;;;x
ENG_light_cruiser_class_3;Emerald-Class;;;;;;;;;;;;;;x
ENG_light_cruiser_class_4;Leander-Class;;;;;;;;;;;;;;x
ENG_light_cruiser_class_5;Crown Colony-Class;;;;;;;;;;;;;;x
ENG_light_cruiser_class_6;Minotaur-Class;;;;;;;;;;;;;;x
ENG_light_cruiser_class_7;Tiger-class;;;;;;;;;;;;;;x
### LIGHT CRUISER MAIN ARMAMENT ###;;;;;;;;;;;;;;x
ENG_light_cruiser_main_armament_1;4 x 6 inch Mk XII;;;;;;;;;;;;;;x
ENG_light_cruiser_main_armament_2;5 x 6 inch Mk XII;;;;;;;;;;;;;;x
ENG_light_cruiser_main_armament_3;5 x BL 6 in Mk.XXIII;;;;;;;;;;;;;;x
ENG_light_cruiser_main_armament_4;8 x BL 6 in Mark XXIII;;;;;;;;;;;;;;x
ENG_light_cruiser_main_armament_5;9 x BL 6 inch Mk XXIII;;;;;;;;;;;;;;x
ENG_light_cruiser_main_armament_6;6 x QF 4 in Mk. XVI;;;;;;;;;;;;;;x
ENG_light_cruiser_main_armament_7;8 x QF 4 in Mk. XVI;;;;;;;;;;;;;;x
### LIGHT CRUISER SECONDARY ARMAMENT ###;;;;;;;;;;;;;;x
ENG_light_cruiser_secondary_armament_1;12.7mm Machine Guns;;;;;;;;;;;;;;x
ENG_light_cruiser_secondary_armament_2;QF 2 pdr Quad Mount Mk. VII;;;;;;;;;;;;;;x
ENG_light_cruiser_secondary_armament_3;QF 2 pdr Mk. VIII;;;;;;;;;;;;;;x
ENG_light_cruiser_secondary_armament_4;QF 40mm Bofors Mk IV;;;;;;;;;;;;;;x
ENG_light_cruiser_secondary_armament_5;QF 40mm Bofors Mk V;;;;;;;;;;;;;;x
ENG_light_cruiser_secondary_armament_6;QF 40mm Bofors Mk VI;;;;;;;;;;;;;;x
ENG_light_cruiser_secondary_armament_7;QF 40mm Bofors Mk VII;;;;;;;;;;;;;;x
### LIGHT CRUISER ANTI-AIR GUNS ###;;;;;;;;;;;;;;x
ENG_light_cruiser_anti_air_guns_1;12.7mm Machine Guns;;;;;;;;;;;;;;x
ENG_light_cruiser_anti_air_guns_2;20mm Oerlikon;;;;;;;;;;;;;;x
ENG_light_cruiser_anti_air_guns_3;40mm Bofors Mk. VII;;;;;;;;;;;;;;x
ENG_light_cruiser_anti_air_guns_4;STAAG Mk. II;;;;;;;;;;;;;;x
### LIGHT CRUISER PROPULSION ###;;;;;;;;;;;;;;x
ENG_light_cruiser_propulsion_1;25,000shp Boilers;;;;;;;;;;;;;;x
ENG_light_cruiser_propulsion_2;30,000shp Boilers;;;;;;;;;;;;;;x
ENG_light_cruiser_propulsion_3;40,000shp Boilers;;;;;;;;;;;;;;x
ENG_light_cruiser_propulsion_4;50,000shp Boilers;;;;;;;;;;;;;;x
ENG_light_cruiser_propulsion_5;60,000shp Boilers;;;;;;;;;;;;;;x
ENG_light_cruiser_propulsion_6;65,000shp Boilers;;;;;;;;;;;;;;x
ENG_light_cruiser_propulsion_7;70,000shp Boilers;;;;;;;;;;;;;;x
### LIGHT CRUISER ARMOR ###;;;;;;;;;;;;;;x
ENG_light_cruiser_armor_1;3in. Belt Armor;;;;;;;;;;;;;;x
ENG_light_cruiser_armor_2;3.2in. Belt Armor;;;;;;;;;;;;;;x
ENG_light_cruiser_armor_3;3.5in. Belt Armor;;;;;;;;;;;;;;x
ENG_light_cruiser_armor_4;3.7in. Belt Armor;;;;;;;;;;;;;;x
ENG_light_cruiser_armor_5;4.0in. Belt Armor;;;;;;;;;;;;;;x
ENG_light_cruiser_armor_6;4.5in. Belt Armor;;;;;;;;;;;;;;x
ENG_light_cruiser_armor_7;5.0in. Belt Armor;;;;;;;;;;;;;;x
### LIGHT CRUISER HULL DESIGN ###;;;;;;;;;;;;;;x
ENG_light_cruiser_hull_design_1;5,000 Ton Design;;;;;;;;;;;;;;x
ENG_light_cruiser_hull_design_2;7,500 Ton Design;;;;;;;;;;;;;;x
ENG_light_cruiser_hull_design_3;8,000 Ton Design;;;;;;;;;;;;;;x
ENG_light_cruiser_hull_design_4;9,000 Ton Design;;;;;;;;;;;;;;x
ENG_light_cruiser_hull_design_5;9,500 Ton Design;;;;;;;;;;;;;;x
ENG_light_cruiser_hull_design_6;10,000 Ton Design;;;;;;;;;;;;;;x
ENG_light_cruiser_hull_design_7;11,000 Ton Design;;;;;;;;;;;;;;x
### LIGHT CRUISER CREW BERTHING ###;;;;;;;;;;;;;;x
ENG_light_cruiser_crew_berthing_1;45 Officers and 400 Crew;;;;;;;;;;;;;;x
ENG_light_cruiser_crew_berthing_2;50 Officers and 425 Crew;;;;;;;;;;;;;;x
ENG_light_cruiser_crew_berthing_3;55 Officers and 450 Crew;;;;;;;;;;;;;;x
ENG_light_cruiser_crew_berthing_4;60 Officers and 475 Crew;;;;;;;;;;;;;;x
ENG_light_cruiser_crew_berthing_5;65 Officers and 500 Crew;;;;;;;;;;;;;;x
ENG_light_cruiser_crew_berthing_6;70 Officers and 550 Crew;;;;;;;;;;;;;;x
ENG_light_cruiser_crew_berthing_7;75 Officers and 600 Crew;;;;;;;;;;;;;;x
### LIGHT CRUISER FIRE CONTROL SYSTEM ###;;;;;;;;;;;;;;x
ENG_light_cruiser_fire_control_system_1;Basic Gun Sights;;;;;;;;;;;;;;x
ENG_light_cruiser_fire_control_system_2;Basic Optical Range Finding;;;;;;;;;;;;;;x
ENG_light_cruiser_fire_control_system_3;Advanced Optical Range Finding;;;;;;;;;;;;;;x
### LIGHT CRUISER ANTI-AIR FIRE CONTROL SYSTEM ###;;;;;;;;;;;;;;x
ENG_light_cruiser_anti_air_fire_control_system_1;Basic Anti-Air Gun Sights;;;;;;;;;;;;;;x
ENG_light_cruiser_anti_air_fire_control_system_2;Basic Anti-Air Optical Sights;;;;;;;;;;;;;;x
ENG_light_cruiser_anti_air_fire_control_system_3;Advanced Anti-Air Optical Sights;;;;;;;;;;;;;;x
### LIGHT CRUISER DAMAGE CONTROL ###;;;;;;;;;;;;;;x
ENG_light_cruiser_damage_control_1;15% Efficiency;;;;;;;;;;;;;;x
ENG_light_cruiser_damage_control_2;30% Efficiency;;;;;;;;;;;;;;x
ENG_light_cruiser_damage_control_3;45% Efficiency;;;;;;;;;;;;;;x
ENG_light_cruiser_damage_control_4;60% Efficiency;;;;;;;;;;;;;;x
ENG_light_cruiser_damage_control_5;75% Efficiency;;;;;;;;;;;;;;x
ENG_light_cruiser_damage_control_6;90% Efficiency;;;;;;;;;;;;;;x
### CRUISER FIRE CONTROL RADAR ###;;;;;;;;;;;;;;x
ENG_cruiser_fire_control_radar_1;Type 273 Radar Set;;;;;;;;;;;;;;x
ENG_cruiser_fire_control_radar_2;Type 276 Radar Set;;;;;;;;;;;;;;x
ENG_cruiser_fire_control_radar_3;Type 293M Radar Set;;;;;;;;;;;;;;x
### CRUISER ACTIVE SONAR ###;;;;;;;;;;;;;;x
ENG_cruiser_active_sonar_1;ASDIC;;;;;;;;;;;;;;x
### CRUISER HYDROPHONES ###;;;;;;;;;;;;;;x
ENG_cruiser_hydrophones_1;Omnidirectional Transducers;;;;;;;;;;;;;;x
ENG_cruiser_hydrophones_2;Focused Transducers;;;;;;;;;;;;;;x
ENG_cruiser_hydrophones_3;Beamformer Arrays;;;;;;;;;;;;;;x
### CRUISER DEPTH CHARGES ###;;;;;;;;;;;;;;x
ENG_cruiser_depth_charges_1;Type A Depth Charger;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
### HEAVY CRUISER TECHNOLOGIES ###;;;;;;;;;;;;;;x
##############################;;;;;;;;;;;;;;x
ENG_heavy_cruiser_class_1;Hawkins-Class;;;;;;;;;;;;;;x
ENG_heavy_cruiser_class_2;York-Class;;;;;;;;;;;;;;x
ENG_heavy_cruiser_class_3;County-Class;;;;;;;;;;;;;;x
ENG_heavy_cruiser_class_4;Surrey-Class;;;;;;;;;;;;;;x
ENG_heavy_cruiser_class_5;Design IV-Class;;;;;;;;;;;;;;x
ENG_heavy_cruiser_class_6;Churchill-Class;;;;;;;;;;;;;;x
### HEAVY CRUISER MAIN ARMAMENT ###;;;;;;;;;;;;;;x
ENG_heavy_cruiser_main_armament_1;3 x BL 7.5 inch Mark VI;;;;;;;;;;;;;;x
ENG_heavy_cruiser_main_armament_2;4 x BL 8 inch L/50 Mk.VIII;;;;;;;;;;;;;;x
